time,batVoltage,batCurrent,solarVoltage,solarCurrent,loadVoltage,loadCurrent
15:44:11.222,3752.50,0.00,1.25,-1.25,3260.00,0.00
15:44:11.347,3753.75,1.25,2.50,0.00,3258.75,1.25
15:44:11.602,3752.50,0.00,3.75,-1.25,3258.75,0.00
15:44:11.857,3753.75,0.00,3.75,1.25,3258.75,1.25
15:44:12.207,3753.75,1.25,5.00,1.25,3260.00,1.25
15:44:12.367,3755.00,0.00,1.25,1.25,3258.75,0.00
15:44:12.640,3735.00,1.25,3.75,-1.25,3235.00,0.00
15:44:12.876,3731.25,-1.25,3.75,-1.25,3233.75,0.00
15:44:13.221,3751.25,1.25,5.00,-1.25,3260.00,0.00
15:44:13.386,3753.75,0.00,3.75,0.00,3260.00,0.00
15:44:13.640,3752.50,-1.25,2.50,0.00,3260.00,-1.25
15:44:13.895,3753.75,-1.25,2.50,1.25,3260.00,0.00
15:44:14.211,3753.75,-1.25,2.50,0.00,3260.00,0.00
15:44:14.405,3752.50,-1.25,3.75,-1.25,3261.25,-1.25
15:44:14.660,3753.75,1.25,2.50,0.00,3258.75,1.25
15:44:14.915,3753.75,-1.25,5.00,1.25,3258.75,0.00
15:44:15.214,3731.25,0.00,3.75,-2.50,3233.75,0.00
15:44:15.447,3730.00,-1.25,3.75,0.00,3233.75,0.00
15:44:15.679,3752.50,0.00,3.75,-1.25,3258.75,1.25
15:44:15.934,3755.00,-1.25,3.75,-1.25,3257.50,0.00
15:44:16.210,3752.50,0.00,2.50,-1.25,3258.75,1.25
15:44:16.445,3753.75,1.25,1.25,0.00,3258.75,-1.25
15:44:16.699,3753.75,-1.25,2.50,-1.25,3258.75,0.00
15:44:16.954,3755.00,-1.25,3.75,0.00,3258.75,0.00
15:44:17.209,3753.75,0.00,3.75,0.00,3260.00,-1.25
15:44:17.463,3752.50,1.25,3.75,0.00,3258.75,0.00
15:44:17.718,3731.25,0.00,1.25,-1.25,3232.50,1.25
15:44:17.973,3730.00,0.00,3.75,-1.25,3235.00,0.00
15:44:18.243,3753.75,0.00,2.50,1.25,3261.25,0.00
15:44:18.483,3753.75,-1.25,3.75,0.00,3260.00,-1.25
15:44:18.737,3753.75,-2.50,2.50,-1.25,3258.75,0.00
15:44:18.992,3753.75,0.00,2.50,0.00,3260.00,0.00
15:44:19.261,3753.75,1.25,2.50,0.00,3261.25,0.00
15:44:19.502,3753.75,-1.25,2.50,0.00,3258.75,0.00
15:44:19.757,3753.75,0.00,5.00,1.25,3257.50,-1.25
15:44:20.011,3753.75,-1.25,3.75,0.00,3236.25,0.00
15:44:20.266,3732.50,0.00,2.50,0.00,3232.50,0.00
15:44:20.521,3751.25,1.25,1.25,-1.25,3257.50,-1.25
15:44:20.776,3752.50,0.00,1.25,0.00,3260.00,0.00
15:44:21.049,3752.50,0.00,3.75,-1.25,3260.00,-1.25
15:44:21.286,3753.75,-1.25,2.50,0.00,3260.00,1.25
15:44:21.540,3752.50,-1.25,2.50,-1.25,3258.75,-1.25
15:44:21.795,3752.50,-1.25,3.75,-1.25,3260.00,0.00
15:44:22.050,3752.50,0.00,2.50,-1.25,3261.25,-1.25
15:44:22.305,3752.50,-1.25,2.50,0.00,3260.00,0.00
15:44:22.560,3731.25,0.00,5.00,-1.25,3233.75,0.00
15:44:22.815,3730.00,-1.25,1.25,0.00,3233.75,-1.25
15:44:23.069,3751.25,-1.25,3.75,0.00,3260.00,0.00
15:44:23.324,3753.75,-1.25,3.75,-1.25,3260.00,1.25
15:44:23.579,3752.50,-1.25,2.50,0.00,3260.00,0.00
15:44:23.845,3752.50,-2.50,2.50,1.25,3260.00,-1.25
15:44:24.216,3753.75,1.25,5.00,0.00,3260.00,0.00
15:44:24.344,3753.75,-1.25,3.75,0.00,3258.75,1.25
15:44:24.599,3753.75,-1.25,2.50,1.25,3258.75,1.25
15:44:24.854,3753.75,0.00,3.75,0.00,3260.00,-1.25
15:44:25.202,3731.25,1.25,2.50,0.00,3233.75,-2.50
15:44:25.363,3731.25,0.00,2.50,0.00,3235.00,1.25
15:44:25.638,3752.50,0.00,5.00,0.00,3258.75,0.00
15:44:25.873,3753.75,-1.25,2.50,-1.25,3257.50,-2.50
15:44:26.216,3753.75,0.00,3.75,-1.25,3260.00,0.00
15:44:26.382,3753.75,0.00,2.50,0.00,3260.00,-1.25
15:44:26.640,3752.50,0.00,1.25,1.25,3260.00,-1.25
15:44:26.892,3753.75,0.00,2.50,-1.25,3258.75,0.00
15:44:27.208,3753.75,1.25,2.50,0.00,3258.75,0.00
15:44:27.402,3753.75,0.00,2.50,0.00,3261.25,0.00
15:44:27.656,3732.50,-1.25,3.75,0.00,3232.50,0.00
15:44:27.911,3753.75,0.00,0.00,0.00,3258.75,0.00
15:44:28.210,3752.50,0.00,2.50,1.25,3258.75,0.00
15:44:28.421,3752.50,1.25,1.25,0.00,3258.75,1.25
15:44:28.676,3752.50,0.00,3.75,-1.25,3258.75,0.00
15:44:28.930,3751.25,0.00,2.50,0.00,3260.00,1.25
15:44:29.212,3752.50,-1.25,3.75,1.25,3258.75,0.00
15:44:29.440,3755.00,1.25,3.75,0.00,3258.75,0.00
15:44:29.695,3752.50,0.00,2.50,-2.50,3260.00,-1.25
15:44:29.950,3731.25,0.00,1.25,0.00,3231.25,0.00
15:44:30.204,3731.25,0.00,3.75,-1.25,3235.00,-1.25
15:44:30.459,3753.75,0.00,3.75,-1.25,3260.00,0.00
15:44:30.714,3753.75,-1.25,1.25,-1.25,3258.75,0.00
15:44:30.969,3752.50,0.00,3.75,0.00,3260.00,0.00
15:44:31.239,3753.75,0.00,2.50,-1.25,3258.75,0.00
15:44:31.479,3752.50,1.25,2.50,-1.25,3260.00,0.00
15:44:31.733,3753.75,0.00,2.50,-1.25,3260.00,0.00
15:44:31.988,3752.50,0.00,5.00,-1.25,3258.75,0.00
15:44:32.246,3753.75,-1.25,2.50,0.00,3260.00,0.00
15:44:32.498,3731.25,-1.25,1.25,0.00,3232.50,0.00
15:44:32.753,3731.25,-1.25,3.75,0.00,3233.75,0.00
15:44:33.007,3752.50,0.00,2.50,-1.25,3258.75,0.00
15:44:33.262,3753.75,-2.50,3.75,-1.25,3258.75,0.00
15:44:33.517,3751.25,0.00,5.00,-1.25,3258.75,0.00
15:44:33.772,3752.50,0.00,2.50,0.00,3258.75,-1.25
15:44:34.040,3753.75,0.00,2.50,-1.25,3258.75,-1.25
15:44:34.282,3752.50,0.00,5.00,-2.50,3260.00,0.00
15:44:34.536,3753.75,1.25,2.50,0.00,3258.75,0.00
15:44:34.791,3752.50,1.25,1.25,0.00,3258.75,-1.25
15:44:35.046,3730.00,0.00,2.50,-1.25,3233.75,0.00
15:44:35.301,3751.25,-1.25,3.75,-1.25,3258.75,0.00
15:44:35.556,3751.25,0.00,3.75,0.00,3260.00,1.25
15:44:35.811,3752.50,0.00,2.50,-1.25,3257.50,-1.25
15:44:36.065,3752.50,0.00,2.50,0.00,3258.75,-1.25
15:44:36.320,3752.50,1.25,3.75,-1.25,3260.00,-1.25
15:44:36.575,3752.50,0.00,3.75,0.00,3260.00,-1.25
15:44:36.840,3752.50,0.00,3.75,1.25,3258.75,1.25
15:44:37.209,3752.50,0.00,2.50,0.00,3257.50,-1.25
15:44:37.340,3731.25,1.25,1.25,-1.25,3235.00,0.00
15:44:37.595,3731.25,-1.25,3.75,-1.25,3233.75,1.25
15:44:37.849,3751.25,-1.25,1.25,0.00,3258.75,0.00
15:44:38.216,3752.50,0.00,2.50,0.00,3260.00,-1.25
15:44:38.359,3752.50,-1.25,2.50,-2.50,3258.75,0.00
15:44:38.614,3752.50,-1.25,1.25,1.25,3258.75,-1.25
15:44:38.869,3753.75,0.00,2.50,0.00,3258.75,0.00
15:44:39.215,3753.75,0.00,3.75,0.00,3260.00,0.00
15:44:39.378,3753.75,1.25,2.50,-2.50,3258.75,0.00
15:44:39.638,3753.75,1.25,2.50,0.00,3258.75,1.25
15:44:39.888,3731.25,0.00,3.75,0.00,3233.75,0.00
15:44:40.194,3731.25,1.25,2.50,1.25,3233.75,-1.25
15:44:40.398,3752.50,-1.25,1.25,0.00,3258.75,-1.25
15:44:40.652,3751.25,0.00,2.50,-1.25,3258.75,-1.25
15:44:40.907,3751.25,1.25,2.50,0.00,3260.00,0.00
15:44:41.209,3752.50,1.25,2.50,0.00,3260.00,0.00
15:44:41.417,3751.25,0.00,2.50,1.25,3258.75,0.00
15:44:41.672,3751.25,0.00,3.75,-1.25,3258.75,0.00
15:44:41.926,3751.25,0.00,2.50,-1.25,3260.00,0.00
15:44:42.211,3752.50,-1.25,1.25,0.00,3260.00,0.00
15:44:42.450,3730.00,0.00,2.50,-1.25,3235.00,0.00
15:44:42.691,3753.75,1.25,2.50,0.00,3258.75,0.00
15:44:42.946,3752.50,0.00,3.75,0.00,3258.75,0.00
15:44:43.209,3752.50,-1.25,2.50,0.00,3257.50,-1.25
15:44:43.455,3752.50,1.25,3.75,-1.25,3260.00,0.00
15:44:43.710,3752.50,0.00,3.75,1.25,3258.75,0.00
15:44:43.965,3752.50,0.00,3.75,0.00,3260.00,0.00
15:44:44.220,3752.50,-1.25,2.50,-1.25,3258.75,1.25
15:44:44.475,3751.25,-1.25,2.50,1.25,3258.75,0.00
15:44:44.730,3732.50,0.00,2.50,0.00,3232.50,1.25
15:44:44.984,3731.25,1.25,3.75,0.00,3232.50,1.25
15:44:45.239,3752.50,0.00,3.75,0.00,3260.00,0.00
15:44:45.494,3751.25,0.00,1.25,1.25,3261.25,-1.25
15:44:45.749,3752.50,0.00,3.75,1.25,3258.75,-1.25
15:44:46.004,3751.25,-1.25,3.75,-1.25,3258.75,-1.25
15:44:46.258,3751.25,1.25,3.75,-1.25,3260.00,0.00
15:44:46.513,3752.50,-1.25,3.75,-1.25,3261.25,0.00
15:44:46.768,3752.50,-1.25,2.50,-1.25,3258.75,-1.25
15:44:47.023,3753.75,0.00,3.75,-1.25,3260.00,-1.25
15:44:47.278,3728.75,-1.25,1.25,0.00,3233.75,0.00
15:44:47.533,3731.25,0.00,2.50,0.00,3233.75,0.00
15:44:47.788,3752.50,0.00,2.50,0.00,3261.25,-1.25
15:44:48.046,3751.25,-1.25,3.75,-1.25,3258.75,1.25
15:44:48.297,3752.50,0.00,2.50,-1.25,3260.00,-1.25
15:44:48.552,3752.50,0.00,3.75,0.00,3258.75,1.25
15:44:48.807,3752.50,0.00,5.00,0.00,3258.75,-1.25
15:44:49.062,3752.50,0.00,3.75,0.00,3260.00,-1.25
15:44:49.317,3753.75,1.25,2.50,0.00,3260.00,0.00
15:44:49.571,3753.75,0.00,2.50,0.00,3257.50,0.00
15:44:49.840,3731.25,0.00,5.00,-1.25,3231.25,0.00
15:44:50.081,3751.25,-2.50,3.75,-1.25,3261.25,0.00
15:44:50.336,3750.00,1.25,1.25,1.25,3261.25,0.00
15:44:50.591,3752.50,-1.25,1.25,-1.25,3258.75,1.25
15:44:50.846,3752.50,0.00,2.50,0.00,3260.00,1.25
15:44:51.212,3752.50,-1.25,2.50,-1.25,3260.00,-1.25
15:44:51.355,3752.50,-2.50,3.75,0.00,3261.25,1.25
15:44:51.610,3751.25,-1.25,3.75,1.25,3260.00,0.00
15:44:51.865,3751.25,-1.25,2.50,0.00,3258.75,-1.25
15:44:52.198,3731.25,0.00,3.75,0.00,3232.50,-1.25
15:44:52.375,3731.25,0.00,3.75,-1.25,3233.75,-1.25
15:44:52.649,3751.25,0.00,3.75,0.00,3261.25,0.00
15:44:52.884,3751.25,0.00,3.75,1.25,3260.00,-1.25
15:44:53.212,3751.25,-1.25,3.75,0.00,3258.75,0.00
15:44:53.394,3752.50,0.00,2.50,0.00,3260.00,0.00
15:44:53.648,3752.50,0.00,3.75,0.00,3258.75,0.00
15:44:53.903,3752.50,0.00,2.50,0.00,3258.75,0.00
15:44:54.211,3752.50,-1.25,2.50,0.00,3258.75,0.00
15:44:54.413,3752.50,1.25,3.75,0.00,3258.75,0.00
15:44:54.668,3730.00,0.00,3.75,0.00,3233.75,0.00
15:44:54.922,3730.00,-1.25,3.75,0.00,3232.50,0.00
15:44:55.194,3751.25,-1.25,3.75,1.25,3260.00,0.00
15:44:55.447,3750.00,0.00,2.50,1.25,3258.75,0.00
15:44:55.687,3752.50,0.00,1.25,-1.25,3258.75,-1.25
15:44:55.942,3751.25,0.00,3.75,-1.25,3258.75,-1.25
15:44:56.206,3751.25,-1.25,1.25,-1.25,3260.00,0.00
15:44:56.451,3752.50,1.25,2.50,0.00,3258.75,-2.50
15:44:56.706,3752.50,0.00,3.75,0.00,3260.00,1.25
15:44:56.961,3752.50,-1.25,1.25,0.00,3260.00,0.00
15:44:57.216,3730.00,1.25,2.50,1.25,3232.50,0.00
15:44:57.471,3751.25,1.25,3.75,0.00,3258.75,0.00
15:44:57.726,3751.25,1.25,0.00,1.25,3260.00,0.00
15:44:57.980,3751.25,0.00,2.50,-1.25,3257.50,1.25
15:44:58.251,3752.50,0.00,5.00,1.25,3260.00,0.00
15:44:58.490,3751.25,-1.25,3.75,0.00,3261.25,-1.25
15:44:58.745,3751.25,-1.25,1.25,-1.25,3260.00,0.00
15:44:59.000,3751.25,0.00,3.75,-1.25,3258.75,0.00
15:44:59.254,3752.50,0.00,3.75,-1.25,3260.00,-1.25
15:44:59.510,3730.00,1.25,2.50,-1.25,3232.50,-1.25
15:44:59.764,3731.25,0.00,2.50,-2.50,3233.75,0.00
15:45:00.019,3751.25,0.00,2.50,-1.25,3260.00,0.00
15:45:00.274,3751.25,0.00,2.50,0.00,3260.00,0.00
15:45:00.529,3751.25,-1.25,3.75,1.25,3260.00,-1.25
15:45:00.783,3752.50,0.00,2.50,-1.25,3258.75,0.00
15:45:01.052,3752.50,-1.25,3.75,0.00,3260.00,0.00
15:45:01.293,3752.50,-1.25,2.50,0.00,3258.75,0.00
15:45:01.548,3752.50,0.00,1.25,0.00,3260.00,-2.50
15:45:01.803,3752.50,0.00,2.50,0.00,3260.00,1.25
15:45:02.057,3728.75,0.00,3.75,-1.25,3235.00,0.00
15:45:02.312,3730.00,0.00,3.75,-1.25,3233.75,-1.25
15:45:02.567,3751.25,1.25,2.50,-1.25,3258.75,0.00
15:45:02.834,3750.00,0.00,3.75,0.00,3261.25,0.00
15:45:03.077,3751.25,1.25,2.50,0.00,3261.25,0.00
15:45:03.332,3752.50,-1.25,2.50,-1.25,3258.75,0.00
15:45:03.587,3751.25,0.00,3.75,1.25,3260.00,0.00
15:45:03.849,3752.50,0.00,3.75,0.00,3258.75,-1.25
15:45:04.217,3752.50,0.00,2.50,0.00,3258.75,0.00
15:45:04.351,3752.50,0.00,2.50,0.00,3258.75,-1.25
15:45:04.606,3728.75,0.00,1.25,0.00,3233.75,0.00
15:45:04.860,3752.50,1.25,2.50,-2.50,3260.00,0.00
15:45:05.201,3751.25,0.00,2.50,-1.25,3258.75,0.00
15:45:05.370,3751.25,-1.25,1.25,0.00,3260.00,0.00
15:45:05.641,3751.25,-2.50,2.50,0.00,3260.00,0.00
15:45:05.880,3751.25,-1.25,2.50,0.00,3258.75,-1.25
15:45:06.213,3751.25,0.00,2.50,0.00,3258.75,0.00
15:45:06.389,3751.25,0.00,2.50,0.00,3260.00,0.00
15:45:06.644,3752.50,-1.25,2.50,-1.25,3257.50,0.00
15:45:06.899,3728.75,0.00,1.25,-1.25,3235.00,0.00
15:45:07.214,3730.00,0.00,3.75,0.00,3235.00,0.00
15:45:07.408,3751.25,0.00,2.50,0.00,3258.75,0.00
15:45:07.663,3751.25,0.00,1.25,0.00,3260.00,0.00
15:45:07.918,3752.50,-1.25,1.25,1.25,3260.00,0.00
15:45:08.211,3752.50,0.00,2.50,0.00,3260.00,1.25
15:45:08.440,3752.50,-1.25,2.50,0.00,3258.75,-1.25
15:45:08.682,3752.50,0.00,1.25,0.00,3260.00,0.00
15:45:08.937,3751.25,1.25,2.50,0.00,3260.00,-1.25
15:45:09.206,3752.50,-1.25,3.75,-1.25,3258.75,2.50
15:45:09.447,3730.00,0.00,2.50,0.00,3233.75,0.00
15:45:09.702,3750.00,0.00,1.25,-1.25,3258.75,0.00
15:45:09.956,3750.00,0.00,3.75,-1.25,3261.25,0.00
15:45:10.211,3751.25,-1.25,3.75,0.00,3258.75,0.00
15:45:10.466,3752.50,-1.25,3.75,0.00,3260.00,0.00
15:45:10.721,3753.75,0.00,1.25,1.25,3257.50,0.00
15:45:10.976,3752.50,0.00,2.50,0.00,3260.00,0.00
15:45:11.240,3751.25,-1.25,3.75,-2.50,3261.25,0.00
15:45:11.485,3751.25,-1.25,2.50,-1.25,3258.75,1.25
15:45:11.740,3730.00,0.00,1.25,0.00,3235.00,0.00
15:45:11.995,3728.75,-1.25,2.50,0.00,3233.75,0.00
15:45:12.250,3751.25,0.00,1.25,0.00,3258.75,0.00
15:45:12.504,3751.25,-1.25,3.75,0.00,3260.00,0.00
15:45:12.759,3750.00,-1.25,2.50,0.00,3260.00,0.00
15:45:13.014,3751.25,-1.25,2.50,1.25,3260.00,0.00
15:45:13.269,3751.25,-1.25,3.75,-1.25,3260.00,0.00
15:45:13.524,3752.50,0.00,2.50,0.00,3258.75,-1.25
15:45:13.778,3751.25,-1.25,2.50,-1.25,3258.75,0.00
15:45:14.049,3752.50,1.25,3.75,0.00,3260.00,0.00
15:45:14.288,3730.00,1.25,2.50,-1.25,3231.25,0.00
15:45:14.543,3727.50,0.00,2.50,0.00,3257.50,1.25
15:45:14.798,3751.25,0.00,2.50,0.00,3258.75,-1.25
15:45:15.057,3751.25,0.00,3.75,0.00,3258.75,0.00
15:45:15.307,3752.50,0.00,2.50,0.00,3260.00,1.25
15:45:15.562,3751.25,0.00,3.75,1.25,3258.75,0.00
15:45:15.848,3751.25,0.00,2.50,0.00,3260.00,0.00
15:45:16.072,3751.25,-1.25,2.50,1.25,3258.75,0.00
15:45:16.327,3752.50,-1.25,3.75,0.00,3260.00,1.25
15:45:16.581,3728.75,1.25,2.50,0.00,3233.75,0.00
15:45:16.837,3727.50,0.00,3.75,0.00,3233.75,-1.25
15:45:17.197,3750.00,0.00,3.75,0.00,3258.75,0.00
15:45:17.346,3751.25,1.25,2.50,0.00,3258.75,1.25
15:45:17.601,3750.00,-1.25,2.50,-1.25,3258.75,0.00
15:45:17.855,3752.50,-1.25,1.25,0.00,3260.00,0.00
15:45:18.204,3751.25,1.25,2.50,-1.25,3260.00,0.00
15:45:18.365,3752.50,-1.25,2.50,1.25,3258.75,0.00
15:45:18.646,3752.50,0.00,2.50,-1.25,3260.00,0.00
15:45:18.875,3751.25,1.25,2.50,0.00,3258.75,1.25
15:45:19.208,3730.00,-1.25,2.50,0.00,3235.00,0.00
15:45:19.384,3730.00,-1.25,1.25,0.00,3233.75,-1.25
15:45:19.645,3753.75,-1.25,5.00,0.00,3258.75,0.00
15:45:19.894,3750.00,0.00,3.75,0.00,3258.75,0.00
15:45:20.216,3750.00,0.00,2.50,0.00,3260.00,0.00
15:45:20.404,3751.25,1.25,2.50,0.00,3258.75,0.00
15:45:20.658,3752.50,1.25,2.50,-1.25,3258.75,0.00
15:45:20.913,3751.25,0.00,3.75,0.00,3260.00,0.00
15:45:21.196,3752.50,0.00,2.50,1.25,3260.00,-1.25
15:45:21.423,3750.00,0.00,3.75,0.00,3257.50,0.00
15:45:21.677,3730.00,-1.25,3.75,0.00,3233.75,0.00
15:45:21.932,3750.00,0.00,2.50,-1.25,3261.25,0.00
15:45:22.207,3751.25,-1.25,3.75,0.00,3260.00,0.00
15:45:22.445,3751.25,0.00,2.50,0.00,3261.25,-1.25
15:45:22.697,3751.25,-1.25,2.50,0.00,3260.00,1.25
15:45:22.951,3750.00,0.00,2.50,0.00,3261.25,1.25
15:45:23.206,3751.25,0.00,2.50,0.00,3258.75,-1.25
15:45:23.461,3751.25,0.00,2.50,0.00,3261.25,0.00
15:45:23.716,3751.25,2.50,3.75,0.00,3260.00,-1.25
15:45:23.971,3728.75,-1.25,3.75,0.00,3233.75,-1.25
15:45:24.226,3728.75,1.25,2.50,-1.25,3235.00,0.00
15:45:24.480,3752.50,-1.25,3.75,0.00,3260.00,1.25
15:45:24.735,3750.00,1.25,2.50,0.00,3258.75,0.00
15:45:24.990,3751.25,1.25,2.50,0.00,3258.75,-1.25
15:45:25.245,3751.25,0.00,3.75,0.00,3260.00,-1.25
15:45:25.500,3751.25,0.00,3.75,0.00,3258.75,-1.25
15:45:25.755,3752.50,-1.25,2.50,1.25,3261.25,-1.25
15:45:26.009,3751.25,-1.25,2.50,-2.50,3261.25,0.00
15:45:26.264,3751.25,0.00,2.50,-1.25,3258.75,0.00
15:45:26.519,3728.75,-2.50,3.75,0.00,3232.50,-1.25
15:45:26.774,3751.25,-1.25,3.75,-1.25,3258.75,-1.25
15:45:27.039,3751.25,0.00,2.50,0.00,3258.75,0.00
15:45:27.284,3751.25,0.00,3.75,0.00,3260.00,0.00
15:45:27.539,3751.25,1.25,2.50,1.25,3258.75,0.00
15:45:27.793,3751.25,-1.25,1.25,-1.25,3261.25,-1.25
15:45:28.057,3750.00,1.25,3.75,0.00,3258.75,1.25
15:45:28.303,3751.25,0.00,3.75,1.25,3258.75,0.00
15:45:28.558,3752.50,1.25,2.50,0.00,3258.75,0.00
15:45:28.813,3728.75,0.00,1.25,-1.25,3232.50,1.25
15:45:29.068,3728.75,1.25,2.50,0.00,3235.00,-1.25
15:45:29.322,3751.25,-1.25,1.25,-1.25,3258.75,0.00
15:45:29.577,3751.25,0.00,2.50,-1.25,3260.00,0.00
15:45:29.843,3751.25,1.25,2.50,0.00,3261.25,-1.25
15:45:30.216,3751.25,-1.25,3.75,1.25,3258.75,0.00
15:45:30.342,3750.00,0.00,2.50,-2.50,3260.00,0.00
15:45:30.597,3750.00,-1.25,3.75,-1.25,3258.75,1.25
15:45:30.851,3751.25,1.25,3.75,0.00,3258.75,0.00
15:45:31.214,3750.00,-1.25,3.75,-1.25,3258.75,-1.25
15:45:31.361,3728.75,1.25,2.50,0.00,3233.75,0.00
15:45:31.616,3750.00,-1.25,2.50,0.00,3260.00,0.00
15:45:31.871,3751.25,0.00,1.25,-2.50,3260.00,1.25
15:45:32.201,3748.75,-1.25,2.50,-1.25,3258.75,1.25
15:45:32.381,3750.00,-1.25,3.75,0.00,3261.25,0.00
15:45:32.641,3751.25,0.00,1.25,-1.25,3258.75,0.00
15:45:32.890,3752.50,0.00,2.50,-2.50,3260.00,1.25
15:45:33.168,3751.25,0.00,3.75,-1.25,3260.00,0.00
15:45:33.400,3750.00,-1.25,3.75,-1.25,3258.75,0.00
15:45:33.655,3728.75,0.00,2.50,0.00,3233.75,0.00
15:45:33.909,3728.75,0.00,2.50,0.00,3232.50,0.00
15:45:34.208,3751.25,-1.25,3.75,-2.50,3260.00,0.00
15:45:34.419,3751.25,-1.25,2.50,0.00,3258.75,0.00
15:45:34.674,3752.50,-1.25,2.50,0.00,3258.75,1.25
15:45:34.929,3751.25,-1.25,2.50,0.00,3258.75,0.00
15:45:35.184,3751.25,1.25,3.75,0.00,3260.00,-1.25
15:45:35.442,3751.25,-1.25,2.50,-1.25,3260.00,0.00
15:45:35.693,3751.25,0.00,2.50,-1.25,3258.75,1.25
15:45:35.948,3752.50,-1.25,3.75,1.25,3260.00,0.00
15:45:36.203,3728.75,1.25,2.50,0.00,3235.00,0.00
15:45:36.458,3728.75,0.00,2.50,0.00,3233.75,0.00
15:45:36.713,3751.25,-1.25,2.50,1.25,3260.00,-1.25
15:45:36.967,3751.25,0.00,5.00,0.00,3260.00,0.00
15:45:37.242,3751.25,0.00,2.50,0.00,3260.00,1.25
15:45:37.477,3751.25,0.00,3.75,-1.25,3258.75,-1.25
15:45:37.732,3750.00,-1.25,3.75,-1.25,3258.75,-1.25
15:45:37.987,3751.25,0.00,3.75,-1.25,3258.75,1.25
15:45:38.241,3751.25,-1.25,3.75,-1.25,3258.75,-1.25
15:45:38.496,3728.75,0.00,5.00,0.00,3233.75,0.00
15:45:38.751,3728.75,-1.25,2.50,-1.25,3232.50,1.25
15:45:39.006,3750.00,0.00,3.75,0.00,3258.75,-1.25
15:45:39.261,3750.00,0.00,2.50,-1.25,3258.75,0.00
15:45:39.516,3751.25,0.00,3.75,0.00,3258.75,0.00
15:45:39.771,3750.00,1.25,3.75,0.00,3257.50,1.25
15:45:40.039,3751.25,0.00,3.75,1.25,3261.25,-1.25
15:45:40.280,3752.50,-1.25,2.50,-2.50,3258.75,0.00
15:45:40.535,3751.25,-1.25,3.75,0.00,3260.00,0.00
15:45:40.790,3753.75,-1.25,3.75,-1.25,3257.50,0.00
15:45:41.045,3728.75,1.25,2.50,-1.25,3235.00,1.25
15:45:41.300,3731.25,0.00,2.50,0.00,3236.25,0.00
15:45:41.554,3751.25,0.00,2.50,0.00,3258.75,0.00
15:45:41.809,3751.25,0.00,3.75,0.00,3260.00,0.00
15:45:42.064,3751.25,1.25,2.50,-1.25,3260.00,0.00
15:45:42.319,3750.00,-1.25,3.75,-1.25,3261.25,0.00
15:45:42.574,3750.00,1.25,3.75,-1.25,3260.00,0.00
15:45:42.846,3750.00,0.00,3.75,-1.25,3261.25,0.00
15:45:43.083,3750.00,0.00,2.50,-1.25,3258.75,0.00
15:45:43.338,3750.00,-1.25,2.50,-1.25,3258.75,-1.25
15:45:43.593,3727.50,-1.25,1.25,0.00,3232.50,-1.25
15:45:43.848,3751.25,0.00,3.75,0.00,3258.75,1.25
15:45:44.214,3751.25,-1.25,2.50,-1.25,3260.00,1.25
15:45:44.358,3751.25,0.00,3.75,-1.25,3258.75,-1.25
15:45:44.612,3751.25,0.00,3.75,0.00,3260.00,0.00
15:45:44.867,3751.25,-1.25,1.25,-1.25,3260.00,0.00
15:45:45.214,3751.25,0.00,2.50,-1.25,3262.50,-1.25
15:45:45.377,3750.00,-1.25,3.75,0.00,3258.75,0.00
15:45:45.652,3751.25,0.00,3.75,0.00,3260.00,0.00
15:45:45.886,3728.75,1.25,1.25,0.00,3232.50,-1.25
15:45:46.218,3726.25,0.00,2.50,0.00,3232.50,-1.25
15:45:46.396,3751.25,0.00,3.75,-1.25,3260.00,0.00
15:45:46.651,3750.00,0.00,3.75,-1.25,3258.75,0.00
15:45:46.906,3750.00,0.00,3.75,0.00,3258.75,1.25
15:45:47.214,3751.25,-1.25,3.75,-1.25,3258.75,0.00
15:45:47.415,3751.25,0.00,2.50,0.00,3258.75,-1.25
15:45:47.670,3751.25,-1.25,2.50,-1.25,3258.75,0.00
15:45:47.925,3751.25,-1.25,3.75,0.00,3260.00,0.00
15:45:48.211,3751.25,0.00,2.50,0.00,3260.00,0.00
15:45:48.450,3728.75,1.25,2.50,0.00,3233.75,0.00
15:45:48.689,3751.25,0.00,3.75,0.00,3261.25,-1.25
15:45:48.944,3751.25,0.00,2.50,0.00,3260.00,0.00
15:45:49.203,3748.75,0.00,2.50,-1.25,3258.75,0.00
15:45:49.454,3751.25,1.25,3.75,0.00,3260.00,1.25
15:45:49.709,3751.25,-1.25,1.25,0.00,3260.00,0.00
15:45:49.963,3751.25,-1.25,2.50,0.00,3261.25,0.00
15:45:50.218,3750.00,0.00,2.50,0.00,3258.75,0.00
15:45:50.473,3751.25,0.00,2.50,-1.25,3260.00,0.00
15:45:50.728,3728.75,1.25,2.50,0.00,3232.50,0.00
15:45:50.983,3728.75,-1.25,3.75,-1.25,3232.50,0.00
15:45:51.245,3748.75,-1.25,2.50,0.00,3258.75,0.00
15:45:51.492,3748.75,-1.25,3.75,0.00,3261.25,-1.25
15:45:51.747,3751.25,1.25,1.25,-1.25,3260.00,0.00
15:45:52.002,3750.00,0.00,2.50,0.00,3258.75,0.00
15:45:52.256,3750.00,-1.25,2.50,0.00,3260.00,0.00
15:45:52.511,3751.25,-1.25,1.25,1.25,3257.50,0.00
