Latitude_deg,Longitude_deg,GPS_altitude_MSL_m,Environmental_altitude_m,Linear_acceleration_X_m_s2,Linear_acceleration_Y_m_s2,Linear_acceleration_Z_m_s2,Gyroscope_X_deg_s,Gyroscope_Y_deg_s,Gyroscope_Z_deg_s,Magnetometer_X_uT,Magnetometer_Y_uT,Magnetometer_Z_uT,Quaternion_I,Quaternion_J,Quaternion_K,Quaternion_Real,Temperature_degC,Pressure_hPa,Humidity_percentRH,Packet_counter,CSID,Cell_percentage_percent,Sensor_validity_bitmask,Linear_acceleration_valid,Gyroscope_valid,Magnetometer_valid,Quaternion_valid,GPS_valid,State_of_charge_valid,Environmental_valid,All_data_fresh,Received_CRC16_decimal,RSSI_dBm,SNR_dB
12:48:05.232 -> 0.0000000,0.0000000,-17.000,309.63,-0.01,0.00,0.01,-0.1,0.0,0.0,5.1,12.8,-88.3,0.13025,0.01349,0.07276,0.98871,26.12,976.6,45.43,72,6,82.5,111,1,1,1,1,0,1,1,0,36726,-49.0,10.5
12:48:15.239 -> 0.0000000,0.0000000,-17.000,309.61,-0.01,0.00,0.01,0.0,-0.1,0.0,5.5,12.8,-89.9,0.13019,0.01526,0.08576,0.98767,26.13,976.6,45.39,73,6,82.5,111,1,1,1,1,0,1,1,0,50184,-49.0,12.3
12:48:25.229 -> 0.0000000,0.0000000,-17.000,309.60,0.00,-0.04,0.01,0.0,0.0,0.0,6.2,12.1,-89.1,0.12983,0.01788,0.10462,0.98584,26.09,976.6,45.40,74,6,82.0,111,1,1,1,1,0,1,1,0,54875,-49.0,11.5
12:48:35.243 -> 0.0000000,0.0000000,-17.000,309.57,0.00,0.00,0.00,0.0,0.0,0.0,5.5,12.4,-89.5,0.13001,0.01648,0.09418,0.98688,26.11,976.6,45.42,75,6,82.0,111,1,1,1,1,0,1,1,0,12879,-48.0,11.5
12:48:45.261 -> 0.0000000,0.0000000,-17.000,309.80,0.00,0.00,0.00,-0.1,-0.1,0.0,5.8,12.1,-88.3,0.13013,0.01459,0.07947,0.98822,26.14,976.6,45.38,76,6,82.0,111,1,1,1,1,0,1,1,0,63746,-49.0,10.3
12:48:55.274 -> 0.0000000,0.0000000,-17.000,309.44,0.00,0.00,0.00,0.0,0.0,0.0,5.5,11.7,-89.5,0.12983,0.01642,0.09345,0.98700,26.14,976.6,45.33,77,6,82.0,111,1,1,1,1,0,1,1,0,23997,-48.0,11.0
12:49:05.281 -> 0.0000000,0.0000000,-17.000,309.24,0.00,0.00,0.00,0.0,0.0,0.0,5.5,10.6,-88.3,0.12995,0.01605,0.09149,0.98718,26.14,976.7,45.33,78,6,82.0,111,1,1,1,1,0,1,1,0,41498,-48.0,10.8
12:49:18.422 -> 0.0000000,0.0000000,-17.000,309.00,-0.01,0.00,-0.04,0.0,0.0,0.0,5.5,12.4,-89.2,0.12995,0.01605,0.09149,0.98718,26.14,976.7,45.34,79,6,82.0,111,1,1,1,1,0,1,1,0,7746,-49.0,10.0
12:49:28.436 -> 0.0000000,0.0000000,-17.000,309.37,0.01,0.00,0.00,0.0,-0.1,0.0,5.5,11.7,-88.8,0.12983,0.01532,0.08362,0.98785,26.12,976.6,45.34,80,6,82.0,111,1,1,1,1,0,1,1,0,51030,-49.0,10.3
12:49:41.332 -> 0.0000000,0.0000000,-17.000,309.19,0.00,0.00,0.00,0.0,0.0,0.0,5.5,11.7,-89.6,0.12983,0.01532,0.08362,0.98785,26.12,976.7,45.42,81,6,82.0,111,1,1,1,1,0,1,1,0,53055,-49.0,10.5
12:49:51.335 -> 0.0000000,0.0000000,-17.000,309.02,0.00,0.00,0.00,0.0,0.0,0.0,5.5,11.3,-87.1,0.13019,0.01453,0.07917,0.98822,26.11,976.7,45.42,82,6,82.0,111,1,1,1,1,0,1,1,0,23755,-49.0,10.5
12:50:01.345 -> 0.0000000,0.0000000,-17.000,309.01,-0.01,0.00,0.02,0.0,-0.1,0.0,5.5,12.8,-87.5,0.13080,0.01154,0.05780,0.98968,26.10,976.7,45.42,83,6,82.0,111,1,1,1,1,0,1,1,0,40773,-49.0,11.8
12:50:11.357 -> 0.0000000,0.0000000,-17.000,309.02,0.00,0.00,0.00,0.0,-0.1,-0.1,5.1,12.1,-89.1,0.12989,0.01605,0.09070,0.98724,26.10,976.7,45.42,84,6,82.0,111,1,1,1,1,0,1,1,0,41462,-49.0,10.8
12:50:21.374 -> 0.0000000,0.0000000,-17.000,308.91,0.00,0.00,0.01,0.0,0.0,0.0,6.2,12.1,-89.1,0.13019,0.01599,0.09180,0.98712,26.11,976.7,45.39,85,6,82.0,111,1,1,1,1,0,1,1,0,59863,-49.0,11.8
12:50:34.436 -> 0.0000000,0.0000000,-17.000,308.77,0.00,0.00,0.01,0.0,0.0,0.0,5.5,11.7,-89.9,0.13019,0.01599,0.09180,0.98712,26.14,976.7,45.37,86,6,81.5,111,1,1,1,1,0,1,1,0,8475,-49.0,11.8
12:50:51.233 -> 0.0000000,0.0000000,-17.000,308.96,-0.01,0.00,0.00,0.0,0.0,0.0,4.4,12.1,-90.6,0.12989,0.01575,0.09217,0.98712,26.07,976.7,45.43,0,6,74.5,111,1,1,1,1,0,1,1,0,37155,-49.0,12.8
12:51:04.437 -> 0.0000000,0.0000000,-17.000,309.00,-0.02,0.00,0.02,0.0,0.0,0.0,5.8,12.1,-89.1,0.12989,0.01575,0.09217,0.98712,26.09,976.7,45.48,1,6,74.5,111,1,1,1,1,0,1,1,0,39137,-49.0,13.3
12:51:13.238 -> 0.0000000,0.0000000,-17.000,309.03,0.00,-0.04,0.00,-0.1,0.0,0.0,5.8,12.4,-88.3,0.13056,0.01147,0.05695,0.98975,26.09,976.7,45.47,2,6,74.5,111,1,1,1,1,0,1,1,0,19254,-48.0,11.3
12:51:23.229 -> 0.0000000,0.0000000,-17.000,309.05,0.00,0.00,0.00,0.0,0.0,0.0,6.2,13.2,-89.5,0.13013,0.01587,0.08936,0.98737,26.12,976.7,45.44,3,6,74.5,111,1,1,1,1,0,1,1,0,63145,-49.0,11.0
12:51:33.234 -> 0.0000000,0.0000000,-17.000,309.13,0.00,0.00,0.00,0.0,0.0,0.0,5.8,11.3,-88.8,0.13031,0.01215,0.06128,0.98950,26.12,976.7,45.39,4,6,74.5,111,1,1,1,1,0,1,1,0,36028,-48.0,11.3
12:51:43.231 -> 0.0000000,0.0000000,-17.000,309.77,0.00,0.00,0.01,0.0,0.0,0.0,5.5,12.4,-89.1,0.12995,0.01477,0.08118,0.98810,26.12,976.6,45.35,5,6,74.5,111,1,1,1,1,0,1,1,0,12667,-48.0,11.5
12:51:53.225 -> 0.0000000,0.0000000,-17.000,309.37,0.00,0.00,0.00,0.0,0.0,0.0,5.8,11.7,-89.5,0.13001,0.01538,0.08753,0.98749,26.12,976.6,45.37,6,6,74.5,111,1,1,1,1,0,1,1,0,23894,-48.0,11.8
12:52:06.428 -> 0.0000000,0.0000000,-17.000,309.98,-0.01,0.00,0.00,0.0,0.0,0.0,5.8,12.8,-88.8,0.13001,0.01538,0.08753,0.98749,26.13,976.6,45.38,7,6,74.5,111,1,1,1,1,0,1,1,0,53031,-48.0,12.3
12:52:16.418 -> 0.0000000,0.0000000,-17.000,309.65,0.00,0.00,0.01,0.0,0.0,0.0,6.2,11.7,-88.3,0.12976,0.01520,0.08502,0.98779,26.12,976.6,45.39,8,6,74.5,111,1,1,1,1,0,1,1,0,33094,-49.0,12.0
12:52:26.428 -> 0.0000000,0.0000000,-17.000,309.66,0.00,0.00,0.00,0.0,-0.1,0.0,5.8,11.3,-89.5,0.12970,0.01636,0.09412,0.98694,26.14,976.6,45.37,9,6,74.5,111,1,1,1,1,0,1,1,0,19511,-49.0,11.0
12:52:36.423 -> 0.0000000,0.0000000,-17.000,309.11,0.00,0.00,-0.03,0.0,0.0,0.0,5.8,12.4,-89.1,0.12970,0.01642,0.09412,0.98694,26.11,976.7,45.37,10,6,74.5,111,1,1,1,1,0,1,1,0,65186,-49.0,12.0
12:52:46.414 -> 0.0000000,0.0000000,-17.000,309.49,0.00,0.00,0.00,0.0,-0.1,0.0,5.1,11.3,-87.5,0.13019,0.01502,0.08411,0.98779,26.13,976.6,45.35,11,6,74.5,111,1,1,1,1,0,1,1,0,13235,-48.0,10.8
12:52:56.444 -> 0.0000000,0.0000000,-17.000,309.04,0.00,0.00,0.00,0.0,0.0,0.0,6.2,12.1,-88.8,0.12989,0.01416,0.07691,0.98846,26.15,976.7,45.33,12,6,74.5,111,1,1,1,1,0,1,1,0,63928,-48.0,11.8
12:53:06.419 -> 0.0000000,0.0000000,-17.000,309.35,0.00,0.00,0.00,0.0,0.0,0.0,5.5,12.4,-88.8,0.12989,0.01660,0.09473,0.98688,26.15,976.6,45.30,13,6,74.5,111,1,1,1,1,0,1,1,0,46317,-49.0,10.8
12:53:19.236 -> 0.0000000,0.0000000,-17.000,309.40,0.00,0.00,0.00,0.0,0.0,0.0,4.8,11.7,-89.2,0.13001,0.01465,0.08026,0.98816,26.15,976.6,45.32,14,6,74.5,111,1,1,1,1,0,1,1,0,18133,-49.0,12.3
12:53:29.236 -> 0.0000000,0.0000000,-17.000,309.19,0.00,-0.04,0.01,0.0,0.0,0.0,5.5,13.6,-88.3,0.13007,0.01465,0.08026,0.98816,26.14,976.7,45.30,15,6,74.5,111,1,1,1,1,0,1,1,0,12824,-49.0,12.3
12:53:39.242 -> 0.0000000,0.0000000,-17.000,309.22,0.00,0.00,0.00,0.0,0.0,0.0,5.5,11.3,-87.5,0.13019,0.01288,0.06757,0.98907,26.13,976.7,45.32,16,6,74.5,111,1,1,1,1,0,1,1,0,32641,-49.0,11.3
12:53:49.259 -> 0.0000000,0.0000000,-17.000,309.40,0.00,0.00,0.00,0.0,0.0,0.0,5.8,12.1,-88.8,0.13013,0.01556,0.08698,0.98755,26.12,976.6,45.37,17,6,74.5,111,1,1,1,1,0,1,1,0,27398,-49.0,11.5
12:53:58.416 -> 0.0000000,0.0000000,-17.000,309.23,0.00,0.00,0.00,0.1,0.0,0.0,6.6,11.3,-89.9,0.13007,0.01563,0.08802,0.98749,26.13,976.7,45.37,18,6,74.5,111,1,1,1,1,0,1,1,0,28555,-48.0,11.0
12:54:08.425 -> 0.0000000,0.0000000,-17.000,309.00,0.00,0.00,0.00,0.0,-0.1,-0.1,5.5,12.4,-89.5,0.13007,0.01508,0.08295,0.98791,26.14,976.7,45.34,19,6,74.5,111,1,1,1,1,0,1,1,0,58635,-49.0,10.5
12:54:18.423 -> 0.0000000,0.0000000,-17.000,309.25,0.00,0.00,0.00,0.0,0.0,0.0,5.8,13.2,-88.4,0.12976,0.01630,0.09272,0.98706,26.17,976.7,45.32,20,6,74.5,111,1,1,1,1,0,1,1,0,36899,-49.0,11.8
12:54:28.430 -> 0.0000000,0.0000000,-17.000,309.41,-0.01,0.00,0.01,0.0,0.0,0.0,5.5,12.1,-90.3,0.12995,0.01569,0.08838,0.98743,26.22,976.6,45.26,21,6,74.5,111,1,1,1,1,0,1,1,0,28978,-49.0,12.3
12:54:38.424 -> 0.0000000,0.0000000,-17.000,309.36,-0.01,-0.04,-0.04,0.0,0.0,0.0,4.8,12.8,-88.8,0.13001,0.01624,0.09314,0.98700,26.22,976.6,45.19,22,6,74.5,111,1,1,1,1,0,1,1,0,39264,-49.0,12.0
12:54:48.427 -> 0.0000000,0.0000000,-17.000,308.67,0.00,0.00,0.00,0.0,0.0,0.0,4.8,11.3,-87.9,0.12989,0.01544,0.08741,0.98755,26.20,976.7,45.20,23,6,74.0,111,1,1,1,1,0,1,1,0,63958,-49.0,10.5
12:54:58.415 -> 0.0000000,0.0000000,-17.000,308.74,-0.01,0.00,0.01,0.1,-0.2,0.0,5.8,11.7,-88.8,0.13019,0.01483,0.08203,0.98798,26.20,976.7,45.22,24,6,74.0,111,1,1,1,1,0,1,1,0,28600,-48.0,12.8
12:55:11.365 -> 0.0000000,0.0000000,-17.000,308.43,0.00,0.00,0.00,0.0,0.0,0.0,5.5,11.7,-90.0,0.12995,0.01544,0.08594,0.98767,26.20,976.7,45.21,25,6,74.0,111,1,1,1,1,0,1,1,0,4597,-48.0,11.5
12:55:21.378 -> 0.0000000,0.0000000,-17.000,308.80,0.00,0.00,0.00,0.0,0.0,0.0,4.8,12.4,-88.8,0.13001,0.01624,0.09137,0.98718,26.17,976.7,45.23,26,6,74.0,111,1,1,1,1,0,1,1,0,41228,-48.0,11.8
12:55:31.388 -> 0.0000000,0.0000000,-17.000,308.55,0.00,0.00,-0.03,0.0,0.0,0.0,5.5,11.7,-88.8,0.13001,0.01514,0.08350,0.98785,26.14,976.7,45.30,27,6,74.0,111,1,1,1,1,0,1,1,0,28913,-48.0,11.3
12:55:44.429 -> 0.0000000,0.0000000,-17.000,308.61,-0.01,0.00,0.00,0.0,0.0,0.0,4.4,12.1,-88.8,0.13001,0.01514,0.08350,0.98785,26.12,976.7,45.37,28,6,74.0,111,1,1,1,1,0,1,1,0,16959,-49.0,12.5
12:55:54.418 -> 0.0000000,0.0000000,-17.000,308.12,-0.01,0.00,-0.03,-0.1,0.0,0.0,4.8,11.0,-90.3,0.13013,0.01337,0.07190,0.98883,26.09,976.8,45.41,29,6,74.0,111,1,1,1,1,0,1,1,0,58362,-49.0,12.3
12:56:04.418 -> 0.0000000,0.0000000,-17.000,308.11,0.00,0.00,-0.04,-0.1,0.0,0.0,5.1,12.4,-88.7,0.12989,0.01556,0.08667,0.98761,26.09,976.8,45.46,30,6,74.0,111,1,1,1,1,0,1,1,0,56763,-49.0,12.3
12:56:14.434 -> 0.0000000,0.0000000,-17.000,308.24,0.00,0.00,0.01,0.0,0.0,0.0,4.8,11.3,-88.8,0.12995,0.01514,0.08362,0.98785,26.11,976.8,45.46,31,6,74.0,111,1,1,1,1,0,1,1,0,36672,-49.0,11.3
12:56:24.446 -> 0.0000000,0.0000000,-17.000,308.10,0.00,0.00,0.01,0.0,0.0,0.0,4.0,11.7,-89.9,0.12983,0.01630,0.09259,0.98706,26.12,976.8,45.45,32,6,74.0,111,1,1,1,1,0,1,1,0,36902,-49.0,12.3
12:56:37.454 -> 0.0000000,0.0000000,-17.000,307.54,0.00,0.00,0.01,0.0,0.0,0.1,5.1,12.1,-88.8,0.12983,0.01630,0.09259,0.98706,26.16,976.9,45.39,33,6,74.0,111,1,1,1,1,0,1,1,0,13069,-49.0,12.5
12:56:47.464 -> 0.0000000,0.0000000,-17.000,308.11,0.00,0.00,-0.04,0.0,0.0,0.0,4.8,11.7,-89.5,0.13001,0.01502,0.08301,0.98791,26.15,976.8,45.38,34,6,74.0,111,1,1,1,1,0,1,1,0,15278,-49.0,11.8
12:56:57.476 -> 0.0000000,0.0000000,-17.000,307.81,0.00,0.00,-0.03,0.0,0.0,0.0,5.5,11.3,-89.5,0.13007,0.01642,0.09339,0.98694,26.16,976.8,45.36,35,6,74.0,111,1,1,1,1,0,1,1,0,49059,-49.0,12.3
12:57:10.499 -> 0.0000000,0.0000000,-17.000,308.23,0.00,0.00,0.00,0.0,0.0,0.0,4.8,11.7,-89.6,0.13007,0.01642,0.09339,0.98694,26.19,976.8,45.34,36,6,74.0,111,1,1,1,1,0,1,1,0,34807,-48.0,12.8
12:57:20.508 -> 0.0000000,0.0000000,-17.000,308.02,0.00,-0.04,0.01,0.0,0.0,0.0,5.8,11.7,-89.9,0.12995,0.01459,0.07984,0.98822,26.16,976.8,45.32,37,6,74.0,111,1,1,1,1,0,1,1,0,39231,-49.0,12.5
12:57:30.530 -> 0.0000000,0.0000000,-17.000,308.08,0.00,0.00,0.00,0.0,-0.1,0.1,5.5,12.1,-89.9,0.13013,0.01428,0.08301,0.98791,26.13,976.8,45.38,38,6,74.0,111,1,1,1,1,0,1,1,0,12137,-48.0,10.8
12:57:40.535 -> 0.0000000,0.0000000,-17.000,307.47,0.00,0.00,0.00,0.0,0.0,0.0,5.8,13.2,-88.8,0.13013,0.01502,0.08271,0.98791,26.12,976.9,45.39,39,6,74.0,111,1,1,1,1,0,1,1,0,56720,-48.0,12.5
12:57:53.549 -> 0.0000000,0.0000000,-17.000,306.89,0.00,0.00,0.00,0.0,-0.1,0.0,6.2,13.2,-89.1,0.13013,0.01502,0.08271,0.98791,26.12,976.9,45.43,40,6,74.0,111,1,1,1,1,0,1,1,0,58582,-48.0,11.5
12:58:03.561 -> 0.0000000,0.0000000,-17.000,307.24,0.00,-0.04,-0.04,0.0,0.0,0.0,5.5,12.1,-89.5,0.12958,0.01587,0.09009,0.98737,26.11,976.9,45.42,41,6,73.5,111,1,1,1,1,0,1,1,0,42291,-49.0,12.5
12:58:14.420 -> 0.0000000,0.0000000,-17.000,307.28,0.00,0.00,0.00,0.0,0.0,0.0,5.5,12.4,-88.3,0.13031,0.01434,0.07758,0.98834,26.09,976.9,45.46,42,6,73.5,111,1,1,1,1,0,1,1,0,11898,-49.0,11.5
12:58:24.425 -> 0.0000000,0.0000000,-17.000,307.74,0.00,0.00,0.01,-0.1,0.0,0.0,6.2,12.4,-89.9,0.13044,0.01434,0.07758,0.98834,26.12,976.8,45.44,43,6,73.5,111,1,1,1,1,0,1,1,0,45548,-49.0,11.5
12:58:33.241 -> 0.0000000,0.0000000,-17.000,308.44,0.00,0.00,0.00,0.0,0.0,0.0,5.5,12.4,-89.5,0.13019,0.01434,0.07813,0.98828,26.12,976.7,45.42,44,6,73.5,111,1,1,1,1,0,1,1,0,40850,-49.0,11.8
12:58:43.240 -> 0.0000000,0.0000000,-17.000,308.24,0.00,0.00,-0.03,0.0,0.0,0.0,5.1,12.1,-89.5,0.12983,0.01575,0.08863,0.98743,26.13,976.8,45.41,45,6,73.5,111,1,1,1,1,0,1,1,0,26941,-49.0,12.0
12:58:53.232 -> 0.0000000,0.0000000,-17.000,308.12,0.00,0.00,0.00,0.0,0.0,0.0,4.8,12.1,-89.9,0.13019,0.01563,0.08887,0.98737,26.14,976.8,45.39,46,6,73.5,111,1,1,1,1,0,1,1,0,35192,-48.0,12.8
12:59:06.239 -> 0.0000000,0.0000000,-17.000,307.78,0.00,0.00,-0.03,0.0,0.0,0.0,4.8,12.4,-89.9,0.13007,0.01581,0.08826,0.98743,26.14,976.8,45.39,47,6,73.5,111,1,1,1,1,0,1,1,0,19097,-49.0,11.8
12:59:16.434 -> 0.0000000,0.0000000,-17.000,307.83,-0.01,0.00,0.00,0.0,0.0,0.0,4.8,12.4,-89.9,0.12989,0.01630,0.09400,0.98694,26.15,976.8,45.39,48,6,73.5,111,1,1,1,1,0,1,1,0,33855,-49.0,11.5
12:59:26.431 -> 0.0000000,0.0000000,-17.000,307.42,0.00,0.00,0.01,0.1,0.0,0.0,6.6,10.6,-86.3,0.13019,0.01355,0.07111,0.98883,26.15,976.9,45.37,49,6,73.5,111,1,1,1,1,0,1,1,0,41009,-49.0,12.0
12:59:36.242 -> 0.0000000,0.0000000,-17.000,307.00,0.00,0.00,0.01,0.0,0.0,0.0,5.1,11.7,-88.7,0.13019,0.01520,0.08405,0.98779,26.13,976.9,45.43,50,6,73.5,111,1,1,1,1,0,1,1,0,23619,-49.0,11.8
12:59:46.428 -> 0.0000000,0.0000000,-17.000,307.49,0.00,-0.04,0.00,0.0,0.0,0.0,5.5,11.7,-89.1,0.13007,0.01599,0.09033,0.98724,26.15,976.9,45.40,51,6,73.5,111,1,1,1,1,0,1,1,0,18224,-49.0,12.8
12:59:59.242 -> 0.0000000,0.0000000,-17.000,308.06,0.00,0.00,0.01,0.1,-0.1,0.1,5.8,11.7,-88.8,0.13007,0.01599,0.09033,0.98724,26.16,976.8,45.38,52,6,73.5,111,1,1,1,1,0,1,1,0,43308,-48.0,12.0
13:00:09.232 -> 0.0000000,0.0000000,-17.000,307.90,0.00,0.00,0.00,0.0,0.0,0.0,6.2,11.7,-88.8,0.13019,0.01270,0.06500,0.98926,26.19,976.8,45.34,53,6,73.5,111,1,1,1,1,0,1,1,0,3754,-49.0,11.8
13:00:19.235 -> 0.0000000,0.0000000,-17.000,307.39,0.00,0.00,0.01,0.0,-0.1,0.0,5.1,11.3,-86.8,0.13013,0.01556,0.08631,0.98761,26.19,976.9,45.30,54,6,73.5,111,1,1,1,1,0,1,1,0,23185,-49.0,12.3
13:00:29.254 -> 0.0000000,0.0000000,-17.000,307.69,0.00,-0.03,0.00,0.0,0.0,0.0,5.5,11.7,-88.8,0.12995,0.01733,0.10004,0.98633,26.17,976.8,45.35,55,6,73.5,111,1,1,1,1,0,1,1,0,15550,-49.0,10.5
13:00:39.226 -> 0.0000000,0.0000000,-17.000,307.02,0.00,0.00,0.00,0.0,-0.1,-0.1,5.8,11.0,-89.9,0.12989,0.01489,0.08216,0.98804,26.16,976.9,45.33,56,6,73.0,111,1,1,1,1,0,1,1,0,60723,-49.0,12.0
13:00:49.250 -> 0.0000000,0.0000000,-17.000,307.86,0.00,0.00,0.01,0.0,0.0,0.0,6.9,12.8,-89.1,0.13031,0.01282,0.06629,0.98920,26.14,976.8,45.37,57,6,73.0,111,1,1,1,1,0,1,1,0,43552,-49.0,11.8
13:00:59.235 -> 0.0000000,0.0000000,-17.000,308.32,0.00,0.00,0.00,0.0,0.0,0.0,4.4,11.7,-88.3,0.13001,0.01611,0.09088,0.98718,26.10,976.8,45.41,58,6,73.0,111,1,1,1,1,0,1,1,0,11382,-49.0,11.3
13:01:12.235 -> 0.0000000,0.0000000,-17.000,307.55,0.00,-0.05,0.00,0.0,0.0,0.0,5.8,12.1,-88.8,0.13038,0.01508,0.08307,0.98785,26.11,976.9,45.47,59,6,73.0,111,1,1,1,1,0,1,1,0,47291,-48.0,11.8
13:01:22.235 -> 0.0000000,0.0000000,-17.000,307.48,0.00,-0.01,0.01,0.0,0.0,0.0,5.5,10.3,-90.3,0.13050,0.01514,0.08325,0.98785,26.13,976.9,45.42,60,6,73.0,111,1,1,1,1,0,1,1,0,1847,-48.0,11.5
13:01:35.239 -> 0.0000000,0.0000000,-17.000,307.48,0.00,-0.01,0.01,0.0,0.0,0.0,5.8,12.4,-89.9,0.13050,0.01514,0.08325,0.98785,26.13,976.9,45.40,61,6,73.0,111,1,1,1,1,0,1,1,0,25545,-49.0,12.3
13:01:45.222 -> 0.0000000,0.0000000,-17.000,306.72,0.00,0.00,0.00,-0.2,-0.1,-0.1,5.5,12.1,-88.7,0.13025,0.01794,0.10443,0.98578,26.12,976.9,45.41,62,6,73.0,111,1,1,1,1,0,1,1,0,48739,-48.0,11.8
13:01:55.245 -> 0.0000000,0.0000000,-17.000,307.14,0.00,0.00,-0.03,0.0,0.0,0.0,6.2,12.1,-87.9,0.13044,0.01355,0.07135,0.98877,26.12,976.9,45.40,63,6,73.0,111,1,1,1,1,0,1,1,0,58453,-48.0,12.3
13:02:05.234 -> 0.0000000,0.0000000,-17.000,306.97,0.00,0.00,0.01,0.0,0.0,-0.1,6.2,11.7,-89.5,0.12989,0.01630,0.09217,0.98712,26.10,976.9,45.41,64,6,73.0,111,1,1,1,1,0,1,1,0,57499,-49.0,12.0
13:02:15.242 -> 0.0000000,0.0000000,-17.000,306.59,0.00,0.00,0.00,0.0,0.0,0.0,5.5,12.4,-88.7,0.13013,0.01416,0.07733,0.98840,26.10,977.0,45.42,65,6,73.0,111,1,1,1,1,0,1,1,0,54048,-49.0,11.0
13:02:28.236 -> 0.0000000,0.0000000,-17.000,307.18,0.00,0.00,0.00,0.0,0.0,0.2,4.8,12.1,-89.1,0.13013,0.01416,0.07733,0.98840,26.14,976.9,45.37,66,6,73.0,111,1,1,1,1,0,1,1,0,24229,-49.0,10.8
13:02:38.235 -> 0.0000000,0.0000000,-17.000,306.77,0.00,0.00,-0.04,-0.2,0.0,0.0,5.8,13.6,-90.3,0.12976,0.01697,0.09772,0.98657,26.14,976.9,45.31,67,6,73.0,111,1,1,1,1,0,1,1,0,24473,-49.0,10.3
13:02:48.237 -> 0.0000000,0.0000000,-17.000,307.02,0.00,0.00,0.01,0.0,0.0,0.0,5.5,13.2,-87.9,0.13019,0.01495,0.08228,0.98798,26.12,976.9,45.33,68,6,73.0,111,1,1,1,1,0,1,1,0,39849,-49.0,11.0
13:02:58.230 -> 0.0000000,0.0000000,-17.000,307.39,0.00,0.00,-0.04,0.0,0.0,0.0,5.8,13.6,-90.3,0.12995,0.01587,0.08930,0.98737,26.11,976.9,45.35,69,6,72.5,111,1,1,1,1,0,1,1,0,3879,-48.0,10.8
13:03:08.238 -> 0.0000000,0.0000000,-17.000,306.94,0.00,0.00,0.00,0.0,0.0,0.0,5.8,10.6,-87.9,0.13025,0.01593,0.08979,0.98730,26.15,976.9,45.32,70,6,72.5,111,1,1,1,1,0,1,1,0,28289,-49.0,10.8
13:03:18.238 -> 0.0000000,0.0000000,-17.000,306.92,0.00,0.00,0.00,0.0,0.0,0.0,5.1,11.3,-89.5,0.12976,0.01691,0.09711,0.98663,26.14,976.9,45.30,71,6,72.5,111,1,1,1,1,0,1,1,0,22048,-48.0,11.5
13:03:28.239 -> 0.0000000,0.0000000,-17.000,307.02,0.00,-0.03,0.01,0.0,0.0,0.0,5.5,12.1,-90.3,0.13025,0.01440,0.07910,0.98822,26.11,976.9,45.32,72,6,72.5,111,1,1,1,1,0,1,1,0,37059,-48.0,10.5
13:03:41.228 -> 0.0000000,0.0000000,-17.000,306.96,0.00,0.00,-0.04,0.1,0.1,0.1,5.8,11.0,-87.9,0.13025,0.01440,0.07910,0.98822,26.10,976.9,45.38,73,6,72.5,111,1,1,1,1,0,1,1,0,18753,-48.0,11.5
13:03:51.239 -> 0.0000000,0.0000000,-17.000,306.55,0.00,0.00,0.01,0.0,0.0,0.0,5.1,11.7,-88.7,0.13007,0.01538,0.08600,0.98767,26.11,977.0,45.37,74,6,72.5,111,1,1,1,1,0,1,1,0,15867,-48.0,10.3
13:04:01.244 -> 0.0000000,0.0000000,-17.000,306.38,0.00,0.00,-0.04,0.0,-0.1,-0.1,5.5,11.3,-89.1,0.13013,0.01581,0.08948,0.98730,26.11,977.0,45.33,75,6,72.5,111,1,1,1,1,0,1,1,0,33092,-48.0,10.5
13:04:14.240 -> 0.0000000,0.0000000,-17.000,306.58,0.00,0.00,-0.03,0.0,0.0,0.0,5.8,12.4,-88.7,0.13013,0.01581,0.08948,0.98730,26.10,977.0,45.40,76,6,72.5,111,1,1,1,1,0,1,1,0,50102,-48.0,10.5
13:04:24.241 -> 0.0000000,0.0000000,-17.000,306.63,0.00,0.00,-0.03,-0.1,-0.1,-0.1,5.1,11.3,-89.1,0.13007,0.01703,0.09772,0.98651,26.12,977.0,45.34,77,6,72.5,111,1,1,1,1,0,1,1,0,2344,-48.0,10.5
13:04:34.238 -> 0.0000000,0.0000000,-17.000,306.62,-0.01,-0.03,0.02,0.0,0.0,0.0,6.2,12.1,-87.1,0.13038,0.01343,0.07123,0.98883,26.14,977.0,45.29,78,6,72.5,111,1,1,1,1,0,1,1,0,64709,-48.0,11.3
13:04:44.247 -> 0.0000000,0.0000000,-17.000,306.69,0.00,0.00,0.01,0.0,0.0,0.0,5.5,13.9,-91.1,0.13001,0.01617,0.09168,0.98712,26.15,977.0,45.26,79,6,72.5,111,1,1,1,1,0,1,1,0,7820,-49.0,11.5
13:04:54.244 -> 0.0000000,0.0000000,-17.000,306.79,0.00,0.00,-0.03,0.0,0.0,-0.1,5.1,12.1,-89.1,0.13025,0.01624,0.09253,0.98700,26.15,976.9,45.23,80,6,72.5,111,1,1,1,1,0,1,1,0,30850,-49.0,10.5
13:05:04.241 -> 0.0000000,0.0000000,-17.000,306.43,0.00,0.00,0.00,0.0,0.0,0.0,5.8,12.4,-88.3,0.13007,0.01483,0.08484,0.98773,26.14,977.0,45.23,81,6,72.5,111,1,1,1,1,0,1,1,0,20038,-48.0,11.0
