Latitude_deg,Longitude_deg,GPS_altitude_MSL_m,Environmental_altitude_m,Linear_acceleration_X_m_s2,Linear_acceleration_Y_m_s2,Linear_acceleration_Z_m_s2,Gyroscope_X_deg_s,Gyroscope_Y_deg_s,Gyroscope_Z_deg_s,Magnetometer_X_uT,Magnetometer_Y_uT,Magnetometer_Z_uT,Quaternion_I,Quaternion_J,Quaternion_K,Quaternion_Real,Temperature_degC,Pressure_hPa,Humidity_percentRH,Packet_counter,CSID,Cell_percentage_percent,Sensor_validity_bitmask,Linear_acceleration_valid,Gyroscope_valid,Magnetometer_valid,Quaternion_valid,GPS_valid,State_of_charge_valid,Environmental_valid,All_data_fresh,Received_CRC16_decimal,RSSI_dBm,SNR_dB
16:17:05.867 -> 0.0000000,0.0000000,-17.000,264.05,0.00,0.00,0.00,0.1,-0.1,0.0,-28.1,-44.9,-136.1,-0.01697,0.00403,-0.97681,0.21345,27.32,981.9,29.45,281,2,55.5,111,1,1,1,1,0,1,1,0,2340,-71.0,10.3
16:17:18.878 -> 0.0000000,0.0000000,-17.000,264.12,0.00,0.00,0.00,0.0,0.0,0.0,-27.7,-43.4,-135.7,-0.01697,0.00403,-0.97681,0.21345,27.29,981.9,29.48,282,2,55.5,111,1,1,1,1,0,1,1,0,33807,-72.0,10.5
16:17:27.892 -> 0.0000000,0.0000000,-17.000,264.13,0.04,0.00,0.00,0.0,0.0,0.0,-26.6,-43.8,-136.0,-0.01709,0.00360,-0.96997,0.24256,27.26,981.9,29.53,283,2,55.5,111,1,1,1,1,0,1,1,0,18877,-72.0,10.3
16:17:37.903 -> 0.0000000,0.0000000,-17.000,263.94,0.01,-0.01,0.00,-0.1,0.0,0.0,-27.7,-43.0,-135.6,-0.01679,0.00348,-0.97125,0.23731,27.28,981.9,29.54,284,2,55.5,111,1,1,1,1,0,1,1,0,34810,-72.0,11.0
16:17:46.918 -> 0.0000000,0.0000000,-17.000,264.07,0.01,0.04,0.00,0.0,0.0,0.0,-28.1,-43.4,-135.3,-0.01697,0.00391,-0.97308,0.22987,27.29,981.9,29.50,285,2,55.5,111,1,1,1,1,0,1,1,0,27454,-71.0,11.0
16:17:56.932 -> 0.0000000,0.0000000,-17.000,264.13,0.00,0.03,0.00,0.0,0.0,0.0,-27.7,-42.6,-136.1,-0.01703,0.00378,-0.97284,0.23078,27.25,981.9,29.52,286,2,55.5,111,1,1,1,1,0,1,1,0,57676,-71.0,10.5
16:18:05.951 -> 0.0000000,0.0000000,-17.000,263.97,0.00,0.00,0.00,0.0,0.0,0.0,-26.9,-43.0,-135.3,-0.01703,0.00421,-0.97613,0.21644,27.25,981.9,29.53,287,2,55.5,111,1,1,1,1,0,1,1,0,54971,-71.0,10.5
16:18:15.966 -> 0.0000000,0.0000000,-17.000,263.72,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.0,-135.3,-0.01666,0.00397,-0.97272,0.23127,27.24,982.0,29.60,288,2,55.0,111,1,1,1,1,0,1,1,0,65008,-71.0,11.3
16:18:25.995 -> 0.0000000,0.0000000,-17.000,263.53,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-136.5,-0.01691,0.00427,-0.97327,0.22907,27.24,982.0,29.58,289,2,55.0,111,1,1,1,1,0,1,1,0,3306,-72.0,11.8
16:18:35.006 -> 0.0000000,0.0000000,-17.000,263.69,0.01,0.03,-0.04,-0.3,-0.1,0.0,-27.7,-43.0,-135.6,-0.01660,0.00372,-0.97528,0.22040,27.27,982.0,29.53,290,2,55.0,111,1,1,1,1,0,1,1,0,57913,-72.0,12.3
16:18:48.004 -> 0.0000000,0.0000000,-17.000,263.71,0.00,0.00,0.00,0.1,-0.1,0.0,-27.7,-43.4,-136.9,-0.01660,0.00372,-0.97528,0.22040,27.31,982.0,29.50,291,2,55.0,111,1,1,1,1,0,1,1,0,13826,-71.0,11.5
16:18:58.019 -> 0.0000000,0.0000000,-17.000,263.51,0.01,-0.01,0.00,0.0,0.0,0.0,-27.3,-43.8,-135.7,-0.01666,0.00372,-0.97180,0.23524,27.37,982.0,29.39,292,2,55.0,111,1,1,1,1,0,1,1,0,43241,-71.0,11.0
16:19:08.034 -> 0.0000000,0.0000000,-17.000,263.34,0.01,0.03,0.00,0.0,0.0,0.0,-26.9,-44.9,-134.9,-0.01672,0.00415,-0.97607,0.21693,27.30,982.0,29.42,293,2,54.5,111,1,1,1,1,0,1,1,0,61743,-71.0,11.3
16:19:18.045 -> 0.0000000,0.0000000,-17.000,263.59,0.01,0.00,0.01,-0.1,0.0,0.0,-27.3,-42.3,-135.7,-0.01666,0.00403,-0.97607,0.21693,27.29,982.0,29.46,294,2,54.5,111,1,1,1,1,0,1,1,0,63429,-71.0,11.3
16:19:28.064 -> 0.0000000,0.0000000,-17.000,263.62,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-135.6,-0.01672,0.00409,-0.97522,0.22059,27.30,982.0,29.48,295,2,54.5,111,1,1,1,1,0,1,1,0,29335,-71.0,11.3
16:19:38.078 -> 0.0000000,0.0000000,-17.000,263.65,0.00,0.04,0.00,0.2,-0.1,-0.1,-28.1,-44.5,-135.6,-0.01709,0.00397,-0.97314,0.22956,27.30,982.0,29.43,296,2,54.5,111,1,1,1,1,0,1,1,0,33414,-72.0,12.0
16:19:51.092 -> 0.0000000,0.0000000,-17.000,263.45,0.01,-0.01,0.00,0.1,0.0,0.0,-27.3,-44.5,-136.1,-0.01709,0.00397,-0.97314,0.22956,27.26,982.0,29.50,297,2,54.5,111,1,1,1,1,0,1,1,0,62611,-72.0,11.5
16:20:01.104 -> 0.0000000,0.0000000,-17.000,263.28,-0.01,0.00,0.00,-0.1,-0.1,0.1,-27.7,-42.3,-136.4,-0.01703,0.00385,-0.97333,0.22871,27.27,982.0,29.47,298,2,54.5,111,1,1,1,1,0,1,1,0,27160,-71.0,10.5
16:20:11.122 -> 0.0000000,0.0000000,-17.000,263.47,0.00,-0.01,0.00,0.0,0.0,0.0,-28.4,-43.4,-135.7,-0.01703,0.00354,-0.97168,0.23579,27.29,982.0,29.46,299,2,54.5,111,1,1,1,1,0,1,1,0,63504,-71.0,10.8
16:20:21.135 -> 0.0000000,0.0000000,-17.000,263.35,0.00,0.00,0.00,0.0,0.0,0.0,-27.7,-43.0,-134.1,-0.01703,0.00409,-0.97620,0.21607,27.24,982.0,29.43,300,2,54.5,111,1,1,1,1,0,1,1,0,21685,-71.0,11.5
16:20:31.146 -> 0.0000000,0.0000000,-17.000,263.32,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-44.1,-134.9,-0.01697,0.00427,-0.97778,0.20899,27.28,982.0,29.45,301,2,54.5,111,1,1,1,1,0,1,1,0,43304,-71.0,11.5
16:20:41.161 -> 0.0000000,0.0000000,-17.000,263.22,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-135.3,-0.01709,0.00397,-0.97327,0.22895,27.28,982.0,29.45,302,2,54.5,111,1,1,1,1,0,1,1,0,56744,-71.0,11.0
16:20:51.187 -> 0.0000000,0.0000000,-17.000,263.41,0.01,0.00,0.00,0.0,0.0,0.0,-28.4,-43.4,-135.6,-0.01703,0.00397,-0.97467,0.22291,27.26,982.0,29.49,303,2,54.0,111,1,1,1,1,0,1,1,0,46690,-71.0,11.8
16:21:02.201 -> 0.0000000,0.0000000,-17.000,263.50,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-42.3,-135.3,-0.01709,0.00397,-0.97522,0.22047,27.29,982.0,29.47,304,2,54.0,111,1,1,1,1,0,1,1,0,53355,-72.0,13.5
16:21:12.201 -> 0.0000000,0.0000000,-17.000,263.54,0.00,0.00,0.00,0.0,0.0,0.0,-26.9,-44.9,-136.4,-0.01697,0.00385,-0.97522,0.22047,27.26,982.0,29.49,305,2,54.0,111,1,1,1,1,0,1,1,0,52688,-72.0,13.3
16:21:25.217 -> 0.0000000,0.0000000,-17.000,263.34,0.01,0.00,0.00,0.0,0.0,0.0,-26.6,-42.6,-135.7,-0.01697,0.00385,-0.97522,0.22047,27.24,982.0,29.54,306,2,54.0,111,1,1,1,1,0,1,1,0,216,-71.0,11.5
16:21:35.231 -> 0.0000000,0.0000000,-17.000,263.20,0.00,-0.01,0.00,0.0,0.0,0.0,-27.7,-42.6,-135.3,-0.01703,0.00372,-0.97253,0.23212,27.23,982.0,29.53,307,2,54.0,111,1,1,1,1,0,1,1,0,20303,-71.0,12.3
16:21:45.243 -> 0.0000000,0.0000000,-17.000,263.58,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.4,-134.8,-0.01660,0.00397,-0.97479,0.22236,27.25,982.0,29.55,308,2,54.0,111,1,1,1,1,0,1,1,0,50338,-72.0,10.8
16:21:55.257 -> 0.0000000,0.0000000,-17.000,263.62,0.00,-0.01,0.00,0.1,-0.1,0.0,-27.7,-43.8,-135.7,-0.01703,0.00409,-0.97510,0.22114,27.26,982.0,29.53,309,2,54.0,111,1,1,1,1,0,1,1,0,33736,-72.0,13.0
16:22:05.275 -> 0.0000000,0.0000000,-17.000,263.32,0.00,-0.01,0.00,0.0,0.0,0.0,-27.7,-42.6,-137.2,-0.01697,0.00366,-0.97510,0.22114,27.30,982.0,29.47,310,2,54.0,111,1,1,1,1,0,1,1,0,21625,-71.0,9.8
16:22:15.285 -> 0.0000000,0.0000000,-17.000,263.38,0.00,0.00,0.00,0.0,0.0,0.0,-26.9,-44.1,-136.0,-0.01697,0.00378,-0.97449,0.22376,27.28,982.0,29.48,311,2,54.0,111,1,1,1,1,0,1,1,0,26403,-71.0,11.0
16:22:28.305 -> 0.0000000,0.0000000,-17.000,263.62,0.00,0.00,0.00,0.1,-0.1,0.0,-28.1,-43.4,-136.1,-0.01697,0.00378,-0.97449,0.22376,27.30,982.0,29.43,312,2,53.5,111,1,1,1,1,0,1,1,0,47862,-71.0,11.0
16:22:41.311 -> 0.0000000,0.0000000,-17.000,263.55,0.00,0.00,0.00,-0.2,0.1,0.1,-27.7,-43.0,-135.3,-0.01697,0.00378,-0.97449,0.22376,27.28,982.0,29.41,313,2,53.5,111,1,1,1,1,0,1,1,0,55188,-72.0,12.3
16:22:50.327 -> 0.0000000,0.0000000,-17.000,263.66,0.01,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-135.6,-0.01672,0.00421,-0.97296,0.23035,27.26,982.0,29.44,314,2,53.5,111,1,1,1,1,0,1,1,0,27573,-72.0,11.5
16:23:00.337 -> 0.0000000,0.0000000,-17.000,263.61,0.01,0.00,-0.04,0.0,0.0,0.0,-27.3,-43.4,-136.4,-0.01666,0.00391,-0.97290,0.23072,27.26,982.0,29.44,315,2,53.5,111,1,1,1,1,0,1,1,0,270,-72.0,11.5
16:23:09.351 -> 0.0000000,0.0000000,-17.000,263.50,0.00,0.04,0.00,0.0,0.0,0.0,-27.7,-43.8,-135.3,-0.01715,0.00354,-0.96844,0.24866,27.30,982.0,29.48,316,2,53.5,111,1,1,1,1,0,1,1,0,51247,-71.0,11.5
16:23:19.361 -> 0.0000000,0.0000000,-17.000,263.45,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-41.9,-136.9,-0.01703,0.00391,-0.97333,0.22871,27.30,982.0,29.43,317,2,53.5,111,1,1,1,1,0,1,1,0,59295,-71.0,11.0
16:23:29.373 -> 0.0000000,0.0000000,-17.000,263.58,0.00,-0.01,0.00,0.0,0.0,0.0,-26.9,-42.6,-136.0,-0.01703,0.00372,-0.97278,0.23115,27.25,982.0,29.50,318,2,53.0,111,1,1,1,1,0,1,1,0,56181,-72.0,10.5
16:23:39.383 -> 0.0000000,0.0000000,-17.000,263.67,0.01,0.00,0.00,0.0,0.0,0.0,-26.2,-44.1,-136.8,-0.01672,0.00391,-0.97162,0.23597,27.26,982.0,29.47,319,2,53.0,111,1,1,1,1,0,1,1,0,50671,-71.0,10.5
16:23:49.398 -> 0.0000000,0.0000000,-17.000,263.65,0.01,-0.01,0.00,0.0,0.0,0.0,-28.8,-44.5,-136.1,-0.01672,0.00354,-0.96863,0.24793,27.24,982.0,29.54,320,2,53.0,111,1,1,1,1,0,1,1,0,57453,-72.0,10.5
16:23:59.412 -> 0.0000000,0.0000000,-17.000,263.63,0.00,0.00,0.01,0.0,0.0,0.0,-27.7,-43.4,-134.0,-0.01709,0.00403,-0.97375,0.22687,27.22,982.0,29.54,321,2,53.0,111,1,1,1,1,0,1,1,0,14127,-71.0,10.5
16:24:09.421 -> 0.0000000,0.0000000,-17.000,263.35,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-43.4,-136.1,-0.01703,0.00391,-0.97382,0.22675,27.22,982.0,29.59,322,2,53.0,111,1,1,1,1,0,1,1,0,6922,-71.0,10.3
16:24:19.432 -> 0.0000000,0.0000000,-17.000,263.59,0.00,0.04,0.00,0.0,0.0,0.0,-27.3,-43.4,-134.4,-0.01709,0.00409,-0.97382,0.22681,27.22,982.0,29.54,323,2,53.0,111,1,1,1,1,0,1,1,0,15041,-72.0,10.3
16:24:30.446 -> 0.0000000,0.0000000,-17.000,263.72,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.4,-136.0,-0.01697,0.00378,-0.97571,0.21845,27.21,982.0,29.61,324,2,52.5,111,1,1,1,1,0,1,1,0,25212,-71.0,9.8
16:24:39.462 -> 0.0000000,0.0000000,-17.000,263.79,0.01,0.00,-0.03,0.0,0.0,0.0,-27.3,-41.1,-134.9,-0.01666,0.00415,-0.97589,0.21766,27.25,982.0,29.54,325,2,52.5,111,1,1,1,1,0,1,1,0,47188,-72.0,11.0
16:24:48.475 -> 0.0000000,0.0000000,-17.000,263.53,0.00,0.00,0.00,0.0,0.0,0.0,-28.8,-44.5,-136.4,-0.01703,0.00385,-0.97333,0.22877,27.28,982.0,29.49,326,2,52.5,111,1,1,1,1,0,1,1,0,24699,-72.0,10.8
16:25:01.486 -> 0.0000000,0.0000000,-17.000,263.53,0.00,0.04,0.00,0.0,0.0,0.0,-27.7,-43.8,-134.6,-0.01703,0.00385,-0.97333,0.22877,27.30,982.0,29.47,327,2,52.5,111,1,1,1,1,0,1,1,0,52295,-72.0,11.0
16:25:14.502 -> 0.0000000,0.0000000,-17.000,263.69,0.00,0.00,0.00,0.0,0.0,0.0,-26.9,-43.0,-136.1,-0.01703,0.00385,-0.97333,0.22877,27.30,982.0,29.45,328,2,52.5,111,1,1,1,1,0,1,1,0,39220,-72.0,12.0
16:25:23.518 -> 0.0000000,0.0000000,-17.000,263.49,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-42.6,-136.1,-0.01703,0.00385,-0.97357,0.22767,27.30,982.0,29.42,329,2,52.5,111,1,1,1,1,0,1,1,0,36356,-72.0,11.0
16:25:33.532 -> 0.0000000,0.0000000,-17.000,263.37,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-44.5,-135.3,-0.01691,0.00415,-0.97656,0.21442,27.30,982.0,29.41,330,2,52.5,111,1,1,1,1,0,1,1,0,52817,-72.0,11.3
16:25:43.544 -> 0.0000000,0.0000000,-17.000,263.62,0.00,0.00,0.00,0.0,0.0,0.0,-27.7,-43.4,-134.8,-0.01703,0.00433,-0.97729,0.21119,27.28,982.0,29.46,331,2,52.5,111,1,1,1,1,0,1,1,0,15204,-72.0,11.0
16:25:53.560 -> 0.0000000,0.0000000,-17.000,263.67,0.00,0.00,-0.04,0.0,0.0,0.0,-27.3,-43.8,-137.2,-0.01715,0.00421,-0.97430,0.22468,27.22,982.0,29.49,332,2,52.5,111,1,1,1,1,0,1,1,0,63546,-72.0,10.8
16:26:02.577 -> 0.0000000,0.0000000,-17.000,263.75,0.00,0.04,0.00,0.0,0.0,0.0,-27.3,-43.4,-134.8,-0.01703,0.00378,-0.97339,0.22840,27.21,982.0,29.53,333,2,52.5,111,1,1,1,1,0,1,1,0,35249,-71.0,11.8
16:26:15.592 -> 0.0000000,0.0000000,-17.000,263.70,0.00,0.04,0.00,0.1,0.0,0.0,-28.4,-43.0,-134.9,-0.01703,0.00378,-0.97339,0.22840,27.23,982.0,29.55,334,2,52.5,111,1,1,1,1,0,1,1,0,13510,-72.0,11.0
16:26:25.603 -> 0.0000000,0.0000000,-17.000,263.36,0.00,0.00,0.00,0.0,0.0,0.0,-26.9,-43.4,-134.1,-0.01703,0.00403,-0.97388,0.22639,27.22,982.0,29.56,335,2,52.0,111,1,1,1,1,0,1,1,0,15361,-71.0,11.8
16:26:35.615 -> 0.0000000,0.0000000,-17.000,263.60,0.01,0.03,0.00,0.0,0.0,0.0,-27.3,-43.4,-136.8,-0.01666,0.00403,-0.97369,0.22712,27.18,982.0,29.65,336,2,52.0,111,1,1,1,1,0,1,1,0,56171,-71.0,11.5
16:26:45.627 -> 0.0000000,0.0000000,-17.000,263.63,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-42.3,-134.4,-0.01703,0.00409,-0.97589,0.21760,27.16,982.0,29.66,337,2,52.0,111,1,1,1,1,0,1,1,0,21630,-72.0,11.3
16:26:55.641 -> 0.0000000,0.0000000,-17.000,263.75,0.00,0.04,0.00,0.0,0.0,0.0,-27.3,-43.0,-136.4,-0.01703,0.00391,-0.97375,0.22687,27.15,982.0,29.68,338,2,52.0,111,1,1,1,1,0,1,1,0,6594,-72.0,11.8
16:27:05.658 -> 0.0000000,0.0000000,-17.000,263.70,0.00,-0.01,0.00,0.0,0.0,0.0,-27.7,-44.5,-134.0,-0.01703,0.00385,-0.97485,0.22224,27.17,982.0,29.68,339,2,52.0,111,1,1,1,1,0,1,1,0,43419,-71.0,11.5
16:27:15.673 -> 0.0000000,0.0000000,-17.000,263.63,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-44.5,-135.6,-0.01709,0.00397,-0.97491,0.22181,27.18,982.0,29.64,340,2,52.0,111,1,1,1,1,0,1,1,0,55294,-72.0,10.5
16:27:25.687 -> 0.0000000,0.0000000,-17.000,263.44,0.00,0.03,0.00,0.0,0.0,0.0,-28.1,-43.8,-136.0,-0.01703,0.00372,-0.97266,0.23164,27.18,982.0,29.62,341,2,51.5,111,1,1,1,1,0,1,1,0,12078,-71.0,12.0
16:27:35.704 -> 0.0000000,0.0000000,-17.000,263.79,0.00,0.00,0.00,0.2,0.0,0.0,-25.1,-44.1,-134.8,-0.01703,0.00421,-0.97699,0.21265,27.23,982.0,29.58,342,2,51.5,111,1,1,1,1,0,1,1,0,43193,-71.0,11.3
16:27:46.714 -> 0.0000000,0.0000000,-17.000,263.56,-0.01,0.00,0.01,0.0,0.0,0.0,-27.3,-42.3,-136.0,-0.01697,0.00409,-0.97699,0.21259,27.21,982.0,29.55,343,2,51.5,111,1,1,1,1,0,1,1,0,34643,-71.0,12.5
16:27:56.725 -> 0.0000000,0.0000000,-17.000,263.59,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-44.9,-136.4,-0.01697,0.00415,-0.97729,0.21125,27.20,982.0,29.61,344,2,51.5,111,1,1,1,1,0,1,1,0,11790,-71.0,10.8
16:28:06.740 -> 0.0000000,0.0000000,-17.000,263.71,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-41.9,-136.4,-0.01746,0.00415,-0.97436,0.22413,27.21,982.0,29.61,345,2,51.5,111,1,1,1,1,0,1,1,0,50505,-72.0,11.5
16:28:16.759 -> 0.0000000,0.0000000,-17.000,263.42,0.00,0.00,0.00,0.0,0.0,0.0,-27.7,-43.0,-134.4,-0.01709,0.00391,-0.97510,0.22108,27.19,982.0,29.61,346,2,51.5,111,1,1,1,1,0,1,1,0,2594,-71.0,11.3
16:28:29.772 -> 0.0000000,0.0000000,-17.000,263.40,-0.01,0.00,0.00,0.0,0.0,0.0,-27.7,-44.1,-134.5,-0.01709,0.00391,-0.97510,0.22108,27.21,982.0,29.60,347,2,51.0,111,1,1,1,1,0,1,1,0,56784,-71.0,12.0
16:28:38.788 -> 0.0000000,0.0000000,-17.000,263.28,0.00,0.04,0.00,0.0,0.0,0.0,-26.6,-43.8,-135.3,-0.01703,0.00385,-0.97259,0.23194,27.24,982.0,29.55,348,2,51.0,111,1,1,1,1,0,1,1,0,61895,-72.0,13.3
16:28:48.799 -> 0.0000000,0.0000000,-17.000,263.12,-0.01,0.04,-0.04,0.0,0.0,0.0,-27.7,-42.6,-135.6,-0.01740,0.00391,-0.97394,0.22614,27.23,982.0,29.58,349,2,51.0,111,1,1,1,1,0,1,1,0,28028,-71.0,11.5
16:28:58.810 -> 0.0000000,0.0000000,-17.000,263.33,-0.01,0.00,-0.01,0.0,0.0,0.0,-28.1,-42.3,-135.6,-0.01746,0.00421,-0.97522,0.22047,27.22,982.0,29.55,350,2,51.0,111,1,1,1,1,0,1,1,0,41901,-72.0,12.0
16:29:08.826 -> 0.0000000,0.0000000,-17.000,263.37,0.00,0.04,0.00,0.0,0.0,0.0,-28.1,-43.8,-135.2,-0.01697,0.00403,-0.97528,0.22016,27.23,982.0,29.60,351,2,51.0,111,1,1,1,1,0,1,1,0,40522,-72.0,12.0
16:29:18.836 -> 0.0000000,0.0000000,-17.000,263.52,0.00,0.00,-0.01,0.0,0.0,0.0,-28.8,-43.8,-135.6,-0.01691,0.00366,-0.97546,0.21961,27.26,982.0,29.54,352,2,51.0,111,1,1,1,1,0,1,1,0,57466,-72.0,11.5
16:29:28.850 -> 0.0000000,0.0000000,-17.000,263.35,0.00,0.00,-0.01,0.0,0.0,0.0,-27.7,-43.8,-136.0,-0.01709,0.00433,-0.97540,0.21961,27.28,982.0,29.47,353,2,51.0,111,1,1,1,1,0,1,1,0,1074,-71.0,12.0
16:29:38.864 -> 0.0000000,0.0000000,-17.000,263.48,0.00,0.00,-0.01,0.0,0.0,0.0,-26.6,-44.1,-135.2,-0.01697,0.00409,-0.97595,0.21717,27.24,982.0,29.57,354,2,51.0,111,1,1,1,1,0,1,1,0,28914,-71.0,11.8
16:29:48.875 -> 0.0000000,0.0000000,-17.000,263.47,-0.01,0.04,0.00,-0.1,-0.1,-0.1,-27.3,-43.8,-136.8,-0.01697,0.00421,-0.97449,0.22370,27.24,982.0,29.55,355,2,51.0,111,1,1,1,1,0,1,1,0,50817,-71.0,12.3
16:30:01.890 -> 0.0000000,0.0000000,-17.000,263.42,-0.01,0.00,-0.04,0.0,0.0,0.0,-26.6,-43.0,-135.3,-0.01697,0.00421,-0.97449,0.22370,27.25,982.0,29.53,356,2,51.0,111,1,1,1,1,0,1,1,0,11279,-71.0,10.8
16:30:10.907 -> 0.0000000,0.0000000,-17.000,263.60,0.00,0.00,0.00,-0.1,-0.1,0.0,-27.7,-43.4,-135.6,-0.01715,0.00354,-0.96973,0.24348,27.23,982.0,29.58,357,2,51.0,111,1,1,1,1,0,1,1,0,62329,-72.0,11.5
16:30:20.922 -> 0.0000000,0.0000000,-17.000,263.50,0.00,0.00,0.00,-0.1,0.0,0.0,-26.6,-43.0,-134.4,-0.01685,0.00403,-0.97497,0.22175,27.25,982.0,29.54,358,2,50.5,111,1,1,1,1,0,1,1,0,35096,-72.0,11.5
16:30:30.936 -> 0.0000000,0.0000000,-17.000,263.43,0.01,0.00,0.00,0.0,0.0,0.0,-28.1,-43.0,-135.3,-0.01685,0.00397,-0.97497,0.22169,27.23,982.0,29.61,359,2,50.5,111,1,1,1,1,0,1,1,0,37557,-72.0,10.8
16:30:40.951 -> 0.0000000,0.0000000,-17.000,263.73,0.00,0.00,0.00,0.0,0.0,0.0,-26.6,-43.0,-135.6,-0.01703,0.00409,-0.97504,0.22144,27.28,982.0,29.52,360,2,50.5,111,1,1,1,1,0,1,1,0,35725,-72.0,12.0
16:30:53.966 -> 0.0000000,0.0000000,-17.000,263.50,0.00,0.00,0.00,0.0,0.0,0.0,-27.3,-44.1,-136.1,-0.01746,0.00372,-0.97320,0.22919,27.26,982.0,29.49,361,2,50.5,111,1,1,1,1,0,1,1,0,6199,-72.0,10.8
16:31:12.997 -> 0.0000000,0.0000000,-17.000,263.42,0.00,-0.01,0.00,0.0,0.0,0.0,-27.3,-42.6,-134.1,-0.01703,0.00360,-0.97284,0.23096,27.28,982.0,29.47,363,2,50.5,111,1,1,1,1,0,1,1,0,60182,-72.0,11.0
16:31:24.014 -> 0.0000000,0.0000000,-17.000,263.40,0.00,0.00,0.00,0.0,0.0,0.0,-28.1,-43.8,-135.3,-0.01703,0.00360,-0.97284,0.23096,27.24,982.0,29.49,364,2,50.0,111,1,1,1,1,0,1,1,0,20004,-72.0,11.3
16:31:33.031 -> 0.0000000,0.0000000,-17.000,263.33,0.00,0.00,0.00,0.0,0.0,0.0,-26.9,-44.9,-134.8,-0.01703,0.00385,-0.97400,0.22578,27.20,982.0,29.56,365,2,50.0,111,1,1,1,1,0,1,1,0,14850,-71.0,12.3
16:31:46.056 -> 0.0000000,0.0000000,-17.000,263.25,0.00,-0.01,0.00,0.0,0.0,0.0,-27.7,-43.8,-136.1,-0.01703,0.00385,-0.97400,0.22578,27.22,982.0,29.55,366,2,50.0,111,1,1,1,1,0,1,1,0,57557,-71.0,12.5
16:31:56.058 -> 0.0000000,0.0000000,-17.000,263.30,0.00,0.00,0.00,0.1,-0.1,0.1,-26.9,-43.8,-136.8,-0.01703,0.00354,-0.97198,0.23450,27.23,982.0,29.56,367,2,50.0,111,1,1,1,1,0,1,1,0,11905,-72.0,11.0
16:32:06.070 -> 0.0000000,0.0000000,-17.000,263.53,0.00,0.04,0.00,0.0,0.0,0.0,-27.7,-44.5,-134.4,-0.01697,0.00415,-0.97693,0.21290,27.25,982.0,29.53,368,2,50.0,111,1,1,1,1,0,1,1,0,58268,-72.0,10.8
16:32:16.085 -> LoRa PHY CRC error: corrupted packet discarded.
16:32:26.100 -> 0.0000000,0.0000000,-17.000,263.65,-0.01,0.00,-0.01,0.0,0.0,0.0,-26.9,-42.6,-136.0,-0.01703,0.00403,-0.97583,0.21790,27.23,982.0,29.56,370,2,49.5,111,1,1,1,1,0,1,1,0,45036,-71.0,12.5
16:32:36.113 -> 0.0000000,0.0000000,-17.000,263.30,-0.01,0.04,-0.04,0.0,0.0,0.0,-26.2,-44.5,-134.8,-0.01691,0.00403,-0.97626,0.21589,27.26,982.0,29.55,371,2,49.5,111,1,1,1,1,0,1,1,0,21582,-72.0,12.0
16:32:45.129 -> 0.0000000,0.0000000,-17.000,263.47,-0.01,0.00,0.00,-0.2,-0.1,-0.1,-27.3,-43.4,-135.2,-0.01715,0.00385,-0.97430,0.22449,27.21,982.0,29.58,372,2,49.5,111,1,1,1,1,0,1,1,0,9247,-71.0,11.8
16:32:58.142 -> 0.0000000,0.0000000,-17.000,263.72,-0.01,0.00,0.00,0.0,0.0,0.0,-27.3,-43.8,-135.7,-0.01715,0.00385,-0.97430,0.22449,27.24,982.0,29.58,373,2,49.5,111,1,1,1,1,0,1,1,0,62709,-71.0,12.3
16:33:07.157 -> 0.0000000,0.0000000,-17.000,263.42,-0.01,-0.01,0.00,0.0,0.0,0.0,-27.7,-44.1,-135.7,-0.01740,0.00354,-0.97290,0.23060,27.25,982.0,29.57,374,2,49.5,111,1,1,1,1,0,1,1,0,1531,-72.0,11.3
16:33:17.169 -> 0.0000000,0.0000000,-17.000,263.45,-0.01,0.00,0.00,0.0,0.0,0.0,-27.7,-44.1,-135.6,-0.01740,0.00403,-0.97345,0.22816,27.27,982.0,29.54,375,2,49.0,111,1,1,1,1,0,1,1,0,42654,-71.0,12.0
16:33:27.180 -> 0.0000000,0.0000000,-17.000,263.41,0.00,0.00,-0.01,0.0,0.0,0.0,-27.3,-42.6,-135.3,-0.01703,0.00397,-0.97510,0.22120,27.27,982.0,29.49,376,2,49.0,111,1,1,1,1,0,1,1,0,65103,-71.0,11.5
