Latitude_deg,Longitude_deg,GPS_altitude_MSL_m,Environmental_altitude_m,Linear_acceleration_X_m_s2,Linear_acceleration_Y_m_s2,Linear_acceleration_Z_m_s2,Gyroscope_X_deg_s,Gyroscope_Y_deg_s,Gyroscope_Z_deg_s,Magnetometer_X_uT,Magnetometer_Y_uT,Magnetometer_Z_uT,Quaternion_I,Quaternion_J,Quaternion_K,Quaternion_Real,Temperature_degC,Pressure_hPa,Humidity_percentRH,Packet_counter,CSID,Cell_percentage_percent,Sensor_validity_bitmask,Linear_acceleration_valid,Gyroscope_valid,Magnetometer_valid,Quaternion_valid,GPS_valid,State_of_charge_valid,Environmental_valid,All_data_fresh,Received_CRC16_decimal,RSSI_dBm,SNR_dB
19:09:24.992 -> 0.0000000,0.0000000,-17.000,265.30,0.00,0.00,0.01,0.0,0.1,0.1,26.9,-82.3,30.8,0.15131,0.57341,0.78106,0.19544,26.58,981.8,33.54,40,2,63.5,111,1,1,1,1,0,1,1,0,43031,-60.0,10.3
19:09:35.000 -> 0.0000000,0.0000000,-17.000,265.25,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-81.2,30.4,0.15125,0.57347,0.78106,0.19544,26.58,981.8,33.53,41,2,63.5,111,1,1,1,1,0,1,1,0,23912,-60.0,10.5
19:09:45.010 -> 0.0000000,0.0000000,-17.000,265.21,0.00,0.00,0.01,0.0,0.0,0.0,28.8,-82.3,30.4,0.15516,0.57237,0.77978,0.20069,26.58,981.8,33.51,42,2,63.5,111,1,1,1,1,0,1,1,0,7215,-60.0,11.0
19:10:01.715 -> 0.0000000,0.0000000,-17.000,265.22,0.00,0.00,0.01,0.0,0.0,0.0,25.8,-82.6,31.1,0.24268,0.54118,0.73882,0.32002,26.54,981.8,33.61,0,2,60.5,111,1,1,1,1,0,1,1,0,1716,-62.0,13.3
19:10:11.725 -> 0.0000000,0.0000000,-17.000,265.40,0.00,0.00,0.01,0.0,0.0,0.0,26.9,-81.9,31.2,0.15668,0.57201,0.77923,0.20270,26.53,981.8,33.60,1,2,60.5,111,1,1,1,1,0,1,1,0,11337,-61.0,13.3
19:10:21.737 -> 0.0000000,0.0000000,-17.000,265.67,0.00,0.00,0.00,0.0,-0.1,0.0,26.2,-82.3,31.6,0.15375,0.57268,0.78033,0.19874,26.56,981.7,33.58,2,2,60.5,111,1,1,1,1,0,1,1,0,49814,-62.0,13.5
19:10:31.748 -> 0.0000000,0.0000000,-17.000,265.50,0.00,0.00,0.00,0.0,0.0,0.0,29.9,-82.3,30.0,0.16095,0.57067,0.77776,0.20862,26.58,981.8,33.53,3,2,60.5,111,1,1,1,1,0,1,1,0,62156,-60.0,10.0
19:10:41.794 -> 0.0000000,0.0000000,-17.000,265.54,0.00,0.00,0.01,0.0,0.0,0.0,28.1,-80.8,30.8,0.16108,0.57097,0.77752,0.20862,26.59,981.8,33.52,4,2,60.5,111,1,1,1,1,0,1,1,0,2926,-60.0,11.0
19:10:51.771 -> 0.0000000,0.0000000,-17.000,265.81,0.00,0.00,0.00,0.0,0.0,0.0,29.2,-81.6,29.6,0.16034,0.57085,0.77795,0.20777,26.60,981.7,33.49,5,2,60.5,111,1,1,1,1,0,1,1,0,51273,-61.0,11.5
19:11:01.782 -> 0.0000000,0.0000000,-17.000,265.98,0.00,0.00,0.00,0.0,-0.2,-0.1,27.3,-81.6,28.8,0.16352,0.57018,0.77667,0.21198,26.56,981.7,33.54,6,2,60.5,111,1,1,1,1,0,1,1,0,59047,-62.0,13.5
19:11:11.792 -> 0.0000000,0.0000000,-17.000,265.84,0.00,0.00,0.01,0.0,0.0,0.0,28.8,-82.7,29.3,0.16358,0.56987,0.77679,0.21229,26.57,981.7,33.54,7,2,60.5,111,1,1,1,1,0,1,1,0,63866,-60.0,10.3
19:11:21.803 -> 0.0000000,0.0000000,-17.000,265.83,0.00,0.00,0.00,0.0,0.0,0.0,29.2,-82.3,30.8,0.15821,0.57164,0.77856,0.20496,26.62,981.7,33.47,8,2,60.5,111,1,1,1,1,0,1,1,0,1057,-60.0,9.5
19:11:31.832 -> 0.0000000,0.0000000,-17.000,265.97,-0.04,0.00,0.00,-0.1,0.0,0.0,26.6,-81.9,31.2,0.15625,0.57195,0.77941,0.20228,26.63,981.7,33.42,9,2,60.5,111,1,1,1,1,0,1,1,0,35293,-60.0,10.3
19:11:41.856 -> 0.0000000,0.0000000,-17.000,265.90,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-82.3,31.2,0.15058,0.57360,0.78124,0.19465,26.61,981.7,33.48,10,2,60.5,111,1,1,1,1,0,1,1,0,34328,-58.0,13.3
19:11:51.842 -> 0.0000000,0.0000000,-17.000,266.31,0.00,0.00,-0.02,0.0,0.0,0.0,27.7,-81.6,29.6,0.15589,0.57244,0.77935,0.20148,26.62,981.7,33.45,11,2,60.5,111,1,1,1,1,0,1,1,0,55195,-59.0,10.3
19:12:00.852 -> 0.0000000,0.0000000,-17.000,266.01,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-82.3,29.6,0.14948,0.57390,0.78173,0.19294,26.62,981.7,33.45,12,2,60.5,111,1,1,1,1,0,1,1,0,5954,-60.0,10.3
19:12:09.864 -> 0.0000000,0.0000000,-17.000,266.24,0.00,0.00,0.00,0.0,0.0,0.0,28.1,-80.8,30.4,0.16297,0.57006,0.77691,0.21168,26.61,981.7,33.48,13,2,60.5,111,1,1,1,1,0,1,1,0,50223,-58.0,13.5
19:12:22.879 -> 0.0000000,0.0000000,-17.000,265.88,0.00,0.00,0.00,0.0,0.0,0.0,29.6,-81.6,30.4,0.16297,0.57006,0.77691,0.21168,26.62,981.7,33.48,14,2,60.5,111,1,1,1,1,0,1,1,0,62180,-59.0,12.8
19:12:31.892 -> 0.0000000,0.0000000,-17.000,266.08,-0.04,0.00,0.00,0.0,0.0,0.0,26.9,-82.3,30.0,0.15052,0.57353,0.78143,0.19434,26.61,981.7,33.48,15,2,60.5,111,1,1,1,1,0,1,1,0,1124,-60.0,9.5
19:12:41.904 -> 0.0000000,0.0000000,-17.000,265.84,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-81.9,30.8,0.15961,0.57115,0.77807,0.20722,26.61,981.7,33.50,16,2,60.5,111,1,1,1,1,0,1,1,0,40775,-60.0,10.5
19:12:52.915 -> 0.0000000,0.0000000,-17.000,265.98,0.00,-0.01,0.01,0.0,0.0,0.0,26.9,-83.4,29.6,0.15961,0.57109,0.77807,0.20722,26.57,981.7,33.55,17,2,60.5,111,1,1,1,1,0,1,1,0,53988,-60.0,11.5
19:13:01.952 -> 0.0000000,0.0000000,-17.000,266.08,0.00,0.00,0.00,0.0,0.0,0.0,28.1,-81.9,30.8,0.15595,0.57201,0.77953,0.20191,26.59,981.7,33.49,18,2,60.5,111,1,1,1,1,0,1,1,0,38232,-61.0,9.5
19:13:10.940 -> 0.0000000,0.0000000,-17.000,266.00,0.00,0.00,0.00,0.0,0.0,0.0,28.1,-81.2,30.0,0.16260,0.57054,0.77697,0.21070,26.57,981.7,33.54,19,2,60.5,111,1,1,1,1,0,1,1,0,54213,-60.0,10.0
19:13:23.952 -> 0.0000000,0.0000000,-17.000,265.86,0.00,0.04,-0.04,0.1,-0.1,0.1,26.2,-81.2,30.4,0.16260,0.57054,0.77697,0.21070,26.62,981.7,33.49,20,2,60.5,111,1,1,1,1,0,1,1,0,1717,-60.0,9.8
19:13:32.964 -> 0.0000000,0.0000000,-17.000,266.05,0.00,0.00,0.02,0.0,0.0,0.0,26.9,-84.2,30.8,0.14850,0.57421,0.78198,0.19172,26.63,981.7,33.45,21,2,60.5,111,1,1,1,1,0,1,1,0,45112,-60.0,10.0
19:13:42.972 -> 0.0000000,0.0000000,-17.000,266.00,0.00,0.00,0.01,0.0,0.0,0.0,26.9,-81.9,30.4,0.15711,0.57189,0.77886,0.20392,26.65,981.7,33.42,22,2,60.5,111,1,1,1,1,0,1,1,0,52741,-61.0,10.0
19:13:52.981 -> 0.0000000,0.0000000,-17.000,265.88,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-81.9,30.8,0.14978,0.57372,0.78167,0.19337,26.62,981.7,33.43,23,2,60.5,111,1,1,1,1,0,1,1,0,2174,-55.0,10.3
