Latitude_deg,Longitude_deg,GPS_altitude_MSL_m,Environmental_altitude_m,Linear_acceleration_X_m_s2,Linear_acceleration_Y_m_s2,Linear_acceleration_Z_m_s2,Gyroscope_X_deg_s,Gyroscope_Y_deg_s,Gyroscope_Z_deg_s,Magnetometer_X_uT,Magnetometer_Y_uT,Magnetometer_Z_uT,Quaternion_I,Quaternion_J,Quaternion_K,Quaternion_Real,Temperature_degC,Pressure_hPa,Humidity_percentRH,Packet_counter,CSID,Cell_percentage_percent,Sensor_validity_bitmask,Linear_acceleration_valid,Gyroscope_valid,Magnetometer_valid,Quaternion_valid,GPS_valid,State_of_charge_valid,Environmental_valid,All_data_fresh,Received_CRC16_decimal,RSSI_dBm,SNR_dB
18:52:31.852 -> 0.0000000,0.0000000,-17.000,261.95,0.00,0.00,0.00,0.0,0.0,-0.1,27.3,-83.4,30.4,0.15296,0.57341,0.78027,0.19745,26.45,982.2,33.21,7,2,68.5,111,1,1,1,1,0,1,1,0,39681,-57.0,13.5
18:52:41.861 -> 0.0000000,0.0000000,-17.000,262.10,0.00,0.00,0.00,-0.1,-0.2,0.0,25.1,-81.9,30.0,0.15448,0.57250,0.78002,0.19977,26.50,982.2,33.14,8,2,68.5,111,1,1,1,1,0,1,1,0,53488,-56.0,13.5
18:52:50.883 -> 0.0000000,0.0000000,-17.000,261.88,0.00,0.00,-0.04,0.0,0.0,0.0,25.4,-82.3,31.2,0.15833,0.57146,0.77868,0.20502,26.48,982.2,33.16,9,2,68.5,111,1,1,1,1,0,1,1,0,36235,-56.0,13.8
18:53:03.901 -> 0.0000000,0.0000000,-17.000,261.89,0.00,-0.01,0.01,0.0,0.0,0.0,26.2,-81.9,31.2,0.15833,0.57146,0.77868,0.20502,26.45,982.2,33.27,10,2,68.5,111,1,1,1,1,0,1,1,0,48354,-57.0,13.8
18:53:12.900 -> 0.0000000,0.0000000,-17.000,262.03,0.00,0.00,0.02,0.0,0.0,0.0,25.8,-82.7,30.4,0.14795,0.57445,0.78210,0.19098,26.48,982.2,33.22,11,2,68.5,111,1,1,1,1,0,1,1,0,53434,-61.0,10.5
18:53:22.910 -> 0.0000000,0.0000000,-17.000,262.18,0.00,0.04,0.01,0.0,0.0,0.0,28.8,-82.7,28.8,0.14612,0.57476,0.78283,0.18830,26.51,982.2,33.17,12,2,68.5,111,1,1,1,1,0,1,1,0,46888,-67.0,13.0
18:53:32.919 -> 0.0000000,0.0000000,-17.000,262.14,0.00,0.00,0.00,0.0,0.0,0.0,27.7,-82.3,31.2,0.14283,0.57555,0.78387,0.18409,26.52,982.2,33.13,13,2,68.5,111,1,1,1,1,0,1,1,0,3021,-67.0,11.0
18:53:42.930 -> 0.0000000,0.0000000,-17.000,262.57,0.00,0.00,-0.03,0.0,0.0,0.0,28.4,-83.1,28.8,0.15381,0.57280,0.78008,0.19922,26.51,982.1,33.15,14,2,68.5,111,1,1,1,1,0,1,1,0,38032,-66.0,12.0
18:53:59.631 -> 0.0000000,0.0000000,-17.000,262.43,0.00,0.00,0.01,0.0,0.0,0.0,28.0,-80.8,30.8,0.24085,0.54186,0.73992,0.31758,26.44,982.1,33.33,0,2,67.5,111,1,1,1,1,0,1,1,0,7033,-57.0,13.3
18:54:09.640 -> 0.0000000,0.0000000,-17.000,262.23,0.00,0.00,0.01,0.0,0.0,0.0,27.3,-82.3,31.6,0.15363,0.57274,0.78033,0.19855,26.45,982.1,33.30,1,2,67.5,111,1,1,1,1,0,1,1,0,13362,-57.0,13.3
18:54:19.653 -> 0.0000000,0.0000000,-17.000,262.20,0.00,0.00,0.00,0.0,0.0,0.0,25.4,-83.1,30.8,0.15448,0.57274,0.77990,0.19965,26.46,982.2,33.29,2,2,67.5,111,1,1,1,1,0,1,1,0,32805,-57.0,13.0
18:54:28.669 -> 0.0000000,0.0000000,-17.000,262.26,0.00,0.00,0.00,0.0,0.0,0.0,28.8,-83.1,30.0,0.16071,0.57091,0.77770,0.20838,26.46,982.1,33.31,3,2,67.5,111,1,1,1,1,0,1,1,0,15232,-57.0,13.5
18:54:41.682 -> 0.0000000,0.0000000,-17.000,262.32,0.00,0.00,0.00,0.2,-0.1,0.0,26.6,-80.4,30.8,0.16071,0.57091,0.77770,0.20838,26.47,982.1,33.32,4,2,67.5,111,1,1,1,1,0,1,1,0,46586,-58.0,12.8
18:54:50.696 -> 0.0000000,0.0000000,-17.000,262.29,0.00,0.00,0.00,0.0,0.0,0.0,27.7,-82.7,30.4,0.15332,0.57286,0.78033,0.19843,26.49,982.1,33.29,5,2,67.5,111,1,1,1,1,0,1,1,0,2249,-62.0,13.0
18:55:00.707 -> 0.0000000,0.0000000,-17.000,262.18,0.00,0.00,0.01,0.0,0.0,0.0,28.4,-82.3,30.8,0.14533,0.57524,0.78289,0.18732,26.46,982.2,33.35,6,2,67.5,111,1,1,1,1,0,1,1,0,7215,-61.0,13.3
18:55:10.717 -> 0.0000000,0.0000000,-17.000,262.26,0.00,0.00,0.00,0.0,0.0,0.0,29.1,-81.6,30.4,0.14527,0.57518,0.78289,0.18732,26.44,982.1,33.37,7,2,67.5,111,1,1,1,1,0,1,1,0,33837,-63.0,13.0
18:55:20.726 -> 0.0000000,0.0000000,-17.000,262.37,0.00,0.00,0.00,0.0,0.0,0.0,25.8,-83.1,30.0,0.15961,0.57115,0.77813,0.20704,26.43,982.1,33.41,8,2,67.5,111,1,1,1,1,0,1,1,0,8664,-62.0,13.3
18:55:31.750 -> 0.0000000,0.0000000,-17.000,261.94,0.00,0.00,-0.04,0.0,0.2,-0.1,26.2,-81.9,30.4,0.15583,0.57201,0.77960,0.20167,26.48,982.2,33.34,9,2,67.5,111,1,1,1,1,0,1,1,0,39846,-63.0,13.5
18:55:41.750 -> 0.0000000,0.0000000,-17.000,262.28,0.00,0.00,0.01,0.1,0.0,0.0,26.9,-81.9,31.6,0.15973,0.57158,0.77789,0.20661,26.50,982.1,33.31,10,2,67.5,111,1,1,1,1,0,1,1,0,17412,-57.0,13.5
18:55:50.762 -> 0.0000000,0.0000000,-17.000,262.10,0.00,0.00,0.01,-0.1,-0.1,0.1,24.7,-82.3,30.4,0.15033,0.57372,0.78137,0.19422,26.48,982.2,33.32,11,2,67.5,111,1,1,1,1,0,1,1,0,39174,-58.0,13.0
18:56:03.805 -> 0.0000000,0.0000000,-17.000,262.12,0.00,-0.01,0.00,0.0,0.0,0.0,28.1,-82.3,30.4,0.15033,0.57372,0.78137,0.19422,26.48,982.2,33.38,12,2,67.5,111,1,1,1,1,0,1,1,0,28814,-65.0,10.0
18:56:20.425 -> 0.0000000,0.0000000,-17.000,262.32,-0.04,-0.01,0.00,0.0,0.0,0.0,28.0,-81.9,30.3,0.24049,0.54198,0.74023,0.31703,26.48,982.1,33.36,0,2,66.5,111,1,1,1,1,0,1,1,0,23260,-65.0,10.5
18:56:30.437 -> 0.0000000,0.0000000,-17.000,262.59,0.00,0.00,0.00,0.0,0.0,0.0,28.4,-81.6,30.0,0.15723,0.57176,0.77911,0.20350,26.49,982.1,33.35,1,2,66.5,111,1,1,1,1,0,1,1,0,32624,-65.0,10.3
18:56:40.447 -> 0.0000000,0.0000000,-17.000,262.51,0.00,0.00,0.00,-0.1,0.0,0.0,26.9,-80.4,31.6,0.14661,0.57469,0.78253,0.18934,26.48,982.1,33.32,2,2,66.5,111,1,1,1,1,0,1,1,0,21850,-65.0,11.0
18:56:50.459 -> 0.0000000,0.0000000,-17.000,262.48,0.00,0.00,0.01,0.0,0.0,0.0,26.9,-83.1,31.2,0.14661,0.57463,0.78259,0.18928,26.50,982.1,33.35,3,2,66.5,111,1,1,1,1,0,1,1,0,24137,-65.0,11.3
18:56:59.473 -> 0.0000000,0.0000000,-17.000,262.62,0.00,0.00,0.01,0.0,0.0,0.0,25.8,-81.2,30.0,0.15418,0.57274,0.77996,0.19965,26.51,982.1,33.31,4,2,66.5,111,1,1,1,1,0,1,1,0,11115,-64.0,11.3
18:57:09.483 -> 0.0000000,0.0000000,-17.000,262.71,0.00,0.00,0.00,0.0,0.0,0.0,27.7,-81.9,30.0,0.15961,0.57097,0.77837,0.20661,26.53,982.1,33.27,5,2,66.5,111,1,1,1,1,0,1,1,0,14001,-65.0,11.8
18:57:19.494 -> 0.0000000,0.0000000,-17.000,262.80,0.00,0.00,0.00,-0.1,0.1,-0.1,28.1,-82.3,30.4,0.15937,0.57128,0.77819,0.20661,26.55,982.1,33.27,6,2,66.5,111,1,1,1,1,0,1,1,0,19909,-65.0,10.3
18:57:29.506 -> 0.0000000,0.0000000,-17.000,263.10,0.00,0.00,0.00,0.0,-0.1,0.1,27.3,-81.6,30.0,0.14350,0.57543,0.78368,0.18470,26.57,982.0,33.22,7,2,66.5,111,1,1,1,1,0,1,1,0,37453,-61.0,10.3
18:57:39.526 -> 0.0000000,0.0000000,-17.000,263.21,0.00,0.00,0.00,0.0,0.0,0.0,28.4,-81.9,32.0,0.15033,0.57353,0.78137,0.19452,26.58,982.0,33.21,8,2,66.5,111,1,1,1,1,0,1,1,0,56364,-62.0,13.5
18:57:49.526 -> 0.0000000,0.0000000,-17.000,263.18,0.00,0.04,0.01,0.0,0.0,0.0,26.2,-82.7,31.2,0.15040,0.57360,0.78137,0.19446,26.57,982.0,33.19,9,2,66.5,111,1,1,1,1,0,1,1,0,4999,-57.0,13.3
18:57:59.536 -> 0.0000000,0.0000000,-17.000,263.14,0.00,0.00,0.00,0.1,0.0,0.0,25.4,-82.7,30.0,0.14808,0.57408,0.78228,0.19111,26.59,982.0,33.21,10,2,66.5,111,1,1,1,1,0,1,1,0,61529,-57.0,13.8
18:58:09.550 -> 0.0000000,0.0000000,-17.000,263.04,0.00,0.00,0.00,0.0,0.0,0.0,26.6,-80.8,30.0,0.14808,0.57433,0.78210,0.19098,26.56,982.1,33.30,11,2,66.5,111,1,1,1,1,0,1,1,0,25822,-58.0,13.3
18:58:19.557 -> 0.0000000,0.0000000,-17.000,263.18,0.00,0.00,0.00,0.0,0.0,0.0,28.1,-83.1,30.4,0.15235,0.57305,0.78076,0.19703,26.53,982.0,33.36,12,2,66.5,111,1,1,1,1,0,1,1,0,49940,-58.0,13.0
18:58:29.568 -> 0.0000000,0.0000000,-17.000,262.94,0.00,0.00,0.01,0.1,0.0,0.1,26.6,-81.6,30.4,0.15143,0.57323,0.78118,0.19562,26.55,982.1,33.34,13,2,66.5,111,1,1,1,1,0,1,1,0,57858,-57.0,13.3
18:58:38.591 -> 0.0000000,0.0000000,-17.000,263.23,0.00,0.00,0.00,0.0,0.0,0.0,27.3,-81.2,30.4,0.14545,0.57476,0.78301,0.18787,26.54,982.0,33.33,14,2,66.5,111,1,1,1,1,0,1,1,0,2735,-57.0,13.0
18:58:51.593 -> 0.0000000,0.0000000,-17.000,263.31,0.00,0.00,0.00,0.0,0.0,0.0,26.6,-81.6,29.6,0.14545,0.57476,0.78301,0.18787,26.54,982.0,33.36,15,2,66.5,111,1,1,1,1,0,1,1,0,49181,-65.0,10.5
18:59:01.603 -> 0.0000000,0.0000000,-17.000,263.22,0.00,0.04,0.00,0.0,0.0,0.0,27.3,-83.4,30.8,0.15601,0.57201,0.77953,0.20185,26.59,982.0,33.28,16,2,66.5,111,1,1,1,1,0,1,1,0,179,-66.0,11.0
18:59:11.619 -> 0.0000000,0.0000000,-17.000,263.38,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-82.7,30.0,0.15772,0.57152,0.77886,0.20466,26.59,982.0,33.31,17,2,66.5,111,1,1,1,1,0,1,1,0,2209,-61.0,12.5
18:59:21.633 -> 0.0000000,0.0000000,-17.000,263.51,0.00,0.00,0.01,-0.1,0.0,-0.2,28.1,-83.1,31.6,0.15778,0.57146,0.77886,0.20466,26.57,982.0,33.35,18,2,66.5,111,1,1,1,1,0,1,1,0,53614,-62.0,11.5
18:59:31.640 -> 0.0000000,0.0000000,-17.000,263.68,0.00,0.00,0.00,0.0,0.0,0.0,29.5,-81.9,30.8,0.16474,0.56951,0.77642,0.21375,26.54,982.0,33.41,19,2,66.5,111,1,1,1,1,0,1,1,0,4259,-63.0,13.5
18:59:41.651 -> 0.0000000,0.0000000,-17.000,263.74,0.00,0.00,0.00,-0.1,0.1,0.0,27.3,-82.7,30.0,0.16456,0.56957,0.77648,0.21357,26.55,982.0,33.38,20,2,66.5,111,1,1,1,1,0,1,1,0,54595,-62.0,13.5
18:59:51.664 -> 0.0000000,0.0000000,-17.000,263.87,0.00,0.00,0.00,0.0,0.0,0.0,28.1,-81.6,29.6,0.16230,0.57036,0.77715,0.21070,26.55,982.0,33.41,21,2,66.5,111,1,1,1,1,0,1,1,0,39893,-63.0,13.0
19:00:01.673 -> 0.0000000,0.0000000,-17.000,263.78,0.00,-0.01,0.00,0.0,0.0,0.0,27.3,-81.2,29.6,0.14893,0.57390,0.78191,0.19233,26.50,982.0,33.46,22,2,66.5,111,1,1,1,1,0,1,1,0,45046,-60.0,11.3
19:00:14.688 -> 0.0000000,0.0000000,-17.000,263.76,0.00,0.00,0.00,0.0,0.0,0.0,28.1,-81.6,29.6,0.14893,0.57390,0.78191,0.19233,26.54,982.0,33.45,23,2,66.5,111,1,1,1,1,0,1,1,0,63663,-61.0,11.3
19:00:24.707 -> 0.0000000,0.0000000,-17.000,263.76,0.00,0.04,-0.04,0.0,0.0,0.0,25.8,-81.9,30.4,0.14948,0.57378,0.78179,0.19300,26.58,982.0,33.34,24,2,66.0,111,1,1,1,1,0,1,1,0,60772,-60.0,10.0
19:00:34.717 -> 0.0000000,0.0000000,-17.000,263.92,-0.03,0.00,0.00,0.0,0.0,0.0,26.9,-81.9,30.4,0.15363,0.57274,0.78021,0.19916,26.59,981.9,33.29,25,2,66.0,111,1,1,1,1,0,1,1,0,8828,-61.0,12.0
19:00:44.724 -> 0.0000000,0.0000000,-17.000,264.10,0.00,0.00,0.01,0.0,0.0,0.0,26.2,-80.1,32.0,0.15192,0.57329,0.78076,0.19672,26.57,981.9,33.37,26,2,66.0,111,1,1,1,1,0,1,1,0,18387,-63.0,13.0
19:00:54.734 -> 0.0000000,0.0000000,-17.000,263.73,-0.04,0.00,0.00,0.0,0.0,0.0,25.8,-81.2,31.2,0.15723,0.57176,0.77905,0.20362,26.59,982.0,33.33,27,2,66.0,111,1,1,1,1,0,1,1,0,18278,-61.0,13.3
19:01:04.742 -> 0.0000000,0.0000000,-17.000,263.91,0.00,0.00,0.00,0.0,0.0,0.0,25.1,-81.9,31.2,0.15253,0.57298,0.78076,0.19715,26.57,982.0,33.33,28,2,66.0,111,1,1,1,1,0,1,1,0,38854,-63.0,13.3
19:01:14.751 -> 0.0000000,0.0000000,-17.000,263.81,-0.04,0.00,0.00,0.0,0.0,0.0,25.4,-83.1,32.0,0.14911,0.57402,0.78173,0.19275,26.59,982.0,33.34,29,2,66.0,111,1,1,1,1,0,1,1,0,62587,-64.0,13.0
19:01:24.758 -> 0.0000000,0.0000000,-17.000,263.99,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-82.7,31.6,0.14740,0.57433,0.78240,0.19025,26.61,982.0,33.30,30,2,66.0,111,1,1,1,1,0,1,1,0,36609,-65.0,10.5
19:01:34.768 -> 0.0000000,0.0000000,-17.000,264.08,0.00,-0.01,0.02,0.0,0.0,0.0,25.4,-83.1,31.6,0.16108,0.57109,0.77740,0.20869,26.61,981.9,33.31,31,2,66.0,111,1,1,1,1,0,1,1,0,25066,-64.0,13.0
19:01:44.778 -> 0.0000000,0.0000000,-17.000,264.15,0.00,0.00,0.02,0.0,-0.1,-0.1,26.6,-83.1,30.4,0.16004,0.57140,0.77783,0.20710,26.63,981.9,33.26,32,2,66.0,111,1,1,1,1,0,1,1,0,60826,-63.0,12.8
19:01:54.785 -> 0.0000000,0.0000000,-17.000,264.18,0.00,0.00,0.00,0.0,0.0,0.0,25.8,-82.7,31.2,0.16102,0.57060,0.77776,0.20875,26.56,981.9,33.37,33,2,66.0,111,1,1,1,1,0,1,1,0,20123,-65.0,11.0
19:02:04.796 -> 0.0000000,0.0000000,-17.000,264.17,0.00,-0.01,0.01,0.0,0.0,0.0,26.2,-81.9,31.2,0.15729,0.57201,0.77874,0.20386,26.62,981.9,33.31,34,2,66.0,111,1,1,1,1,0,1,1,0,180,-66.0,10.0
19:02:14.804 -> 0.0000000,0.0000000,-17.000,264.11,0.00,0.00,0.01,0.0,0.0,0.0,27.3,-82.3,31.2,0.15070,0.57353,0.78130,0.19465,26.60,981.9,33.42,35,2,66.0,111,1,1,1,1,0,1,1,0,64863,-59.0,12.5
19:02:30.506 -> 0.0000000,0.0000000,-17.000,264.24,0.00,0.00,0.01,0.1,0.1,-0.1,27.7,-82.7,31.2,0.24415,0.54039,0.73797,0.32197,26.58,981.9,33.42,0,2,64.0,111,1,1,1,1,0,1,1,0,8260,-61.0,13.0
19:02:40.517 -> 0.0000000,0.0000000,-17.000,264.02,0.00,0.00,0.01,0.0,0.0,0.0,27.7,-82.3,31.9,0.14447,0.57512,0.78332,0.18628,26.58,981.9,33.44,1,2,64.0,111,1,1,1,1,0,1,1,0,28152,-62.0,13.3
19:02:50.534 -> 0.0000000,0.0000000,-17.000,264.52,0.00,0.00,0.00,0.0,0.0,0.0,25.8,-83.1,30.4,0.15094,0.57353,0.78118,0.19495,26.57,981.9,33.46,2,2,64.0,111,1,1,1,1,0,1,1,0,37388,-63.0,13.3
19:03:00.547 -> 0.0000000,0.0000000,-17.000,264.65,0.00,0.00,0.01,0.0,0.0,0.0,26.6,-82.3,29.6,0.15088,0.57353,0.78118,0.19495,26.58,981.9,33.40,3,2,64.0,111,1,1,1,1,0,1,1,0,2666,-63.0,13.3
19:03:10.556 -> 0.0000000,0.0000000,-17.000,264.63,0.00,0.00,-0.03,0.0,0.0,0.0,25.8,-82.7,30.4,0.15442,0.57244,0.78002,0.19996,26.58,981.9,33.38,4,2,64.0,111,1,1,1,1,0,1,1,0,49687,-63.0,13.0
19:03:23.567 -> 0.0000000,0.0000000,-17.000,264.62,0.00,0.00,0.01,0.0,0.0,0.0,26.9,-82.3,29.3,0.15442,0.57244,0.78002,0.19996,26.62,981.9,33.35,5,2,64.0,111,1,1,1,1,0,1,1,0,15337,-61.0,13.3
19:03:36.590 -> 0.0000000,0.0000000,-17.000,264.69,0.00,0.00,0.01,0.0,0.0,0.0,25.4,-81.9,30.0,0.15442,0.57244,0.78002,0.19996,26.63,981.9,33.37,6,2,64.0,111,1,1,1,1,0,1,1,0,51917,-62.0,13.3
19:03:46.598 -> 0.0000000,0.0000000,-17.000,264.69,0.00,0.00,0.00,0.0,0.0,0.0,26.2,-82.7,30.4,0.14789,0.57433,0.78216,0.19117,26.64,981.9,33.35,7,2,64.0,111,1,1,1,1,0,1,1,0,11867,-60.0,13.3
19:03:56.606 -> 0.0000000,0.0000000,-17.000,264.50,0.00,0.00,-0.03,0.0,0.0,0.0,26.9,-82.3,31.2,0.15448,0.57274,0.77984,0.19990,26.64,981.9,33.35,8,2,64.0,111,1,1,1,1,0,1,1,0,33682,-61.0,13.8
19:04:06.615 -> 0.0000000,0.0000000,-17.000,264.61,-0.04,0.00,0.01,0.0,0.0,0.0,25.8,-82.7,30.0,0.15455,0.57274,0.77984,0.19990,26.61,981.9,33.39,9,2,64.0,111,1,1,1,1,0,1,1,0,38097,-61.0,13.8
19:04:16.626 -> 0.0000000,0.0000000,-17.000,264.68,0.00,0.00,0.01,0.0,-0.1,0.1,26.2,-81.9,29.2,0.14875,0.57414,0.78191,0.19190,26.60,981.9,33.44,10,2,64.0,111,1,1,1,1,0,1,1,0,49883,-60.0,13.3
19:04:26.638 -> 0.0000000,0.0000000,-17.000,264.64,0.00,0.00,0.01,-0.2,0.1,0.0,29.5,-82.7,30.0,0.14893,0.57408,0.78185,0.19202,26.58,981.9,33.50,11,2,64.0,111,1,1,1,1,0,1,1,0,41977,-60.0,9.8
19:04:36.652 -> 0.0000000,0.0000000,-17.000,264.92,0.00,0.00,0.00,0.0,0.0,0.0,27.7,-82.7,29.6,0.15491,0.57225,0.77996,0.20045,26.60,981.8,33.44,12,2,64.0,111,1,1,1,1,0,1,1,0,10609,-59.0,10.0
19:04:49.661 -> 0.0000000,0.0000000,-17.000,264.48,0.00,0.00,0.00,0.2,-0.1,0.1,29.6,-83.8,31.2,0.15491,0.57225,0.77996,0.20045,26.60,981.9,33.48,13,2,64.0,111,1,1,1,1,0,1,1,0,16200,-65.0,10.8
19:05:02.675 -> 0.0000000,0.0000000,-17.000,264.66,0.00,0.00,0.02,0.1,-0.1,0.0,27.3,-81.6,29.2,0.15491,0.57225,0.77996,0.20045,26.60,981.9,33.47,14,2,64.0,111,1,1,1,1,0,1,1,0,17700,-62.0,13.3
19:05:11.699 -> 0.0000000,0.0000000,-17.000,264.76,-0.03,0.00,0.01,0.0,0.0,0.0,27.3,-82.3,29.6,0.15595,0.57231,0.77929,0.20203,26.60,981.9,33.43,15,2,64.0,111,1,1,1,1,0,1,1,0,16290,-63.0,13.5
19:05:21.702 -> 0.0000000,0.0000000,-17.000,265.06,0.00,0.00,-0.04,0.0,0.0,0.0,28.4,-82.3,30.8,0.16266,0.57036,0.77703,0.21088,26.58,981.8,33.48,16,2,64.0,111,1,1,1,1,0,1,1,0,30846,-63.0,13.5
19:05:31.712 -> 0.0000000,0.0000000,-17.000,264.69,0.00,0.00,0.01,0.0,0.0,0.0,29.5,-82.7,29.6,0.16413,0.56999,0.77648,0.21271,26.55,981.9,33.54,17,2,64.0,111,1,1,1,1,0,1,1,0,29950,-63.0,13.3
19:05:41.736 -> 0.0000000,0.0000000,-17.000,265.06,0.00,0.00,-0.03,0.0,0.0,0.0,26.6,-80.8,29.6,0.15589,0.57225,0.77947,0.20161,26.56,981.8,33.53,18,2,64.0,111,1,1,1,1,0,1,1,0,5191,-63.0,13.0
19:05:51.735 -> 0.0000000,0.0000000,-17.000,264.69,0.00,0.00,0.01,0.0,0.0,0.0,28.1,-81.6,29.6,0.16498,0.56944,0.77630,0.21412,26.58,981.9,33.49,19,2,64.0,111,1,1,1,1,0,1,1,0,25399,-62.0,13.5
19:06:04.749 -> 0.0000000,0.0000000,-17.000,264.63,0.00,0.00,0.01,0.0,0.0,0.0,27.7,-82.7,30.8,0.16498,0.56944,0.77630,0.21412,26.59,981.9,33.50,20,2,64.0,111,1,1,1,1,0,1,1,0,20402,-61.0,13.0
19:06:13.765 -> 0.0000000,0.0000000,-17.000,264.47,0.00,0.00,0.00,0.0,0.0,0.0,26.9,-81.9,30.0,0.14484,0.57512,0.78314,0.18690,26.59,981.9,33.49,21,2,64.0,111,1,1,1,1,0,1,1,0,44091,-60.0,10.0
19:06:23.776 -> 0.0000000,0.0000000,-17.000,264.27,0.00,0.00,-0.03,0.0,0.0,0.0,27.3,-83.4,29.6,0.15131,0.57341,0.78106,0.19556,26.57,981.9,33.50,22,2,64.0,111,1,1,1,1,0,1,1,0,194,-60.0,9.8
19:06:33.790 -> 0.0000000,0.0000000,-17.000,264.62,0.00,0.00,0.00,0.0,0.0,0.1,28.4,-81.9,30.8,0.16175,0.57054,0.77740,0.20972,26.58,981.9,33.52,23,2,63.5,111,1,1,1,1,0,1,1,0,22727,-62.0,13.0
19:06:43.836 -> 0.0000000,0.0000000,-17.000,264.58,0.00,0.00,0.01,0.0,0.0,0.0,28.4,-80.8,29.6,0.15186,0.57317,0.78100,0.19611,26.59,981.9,33.47,24,2,63.5,111,1,1,1,1,0,1,1,0,26147,-60.0,10.3
19:06:53.825 -> 0.0000000,0.0000000,-17.000,264.63,0.00,0.00,0.00,0.0,0.0,0.0,27.3,-81.6,30.4,0.16303,0.56999,0.77703,0.21149,26.58,981.9,33.45,25,2,63.5,111,1,1,1,1,0,1,1,0,5340,-60.0,9.3
19:07:03.825 -> 0.0000000,0.0000000,-17.000,264.53,0.00,0.00,0.01,0.1,-0.1,0.0,27.3,-83.1,29.2,0.16663,0.56896,0.77569,0.21638,26.56,981.9,33.54,26,2,63.5,111,1,1,1,1,0,1,1,0,17528,-60.0,9.8
19:07:13.832 -> 0.0000000,0.0000000,-17.000,264.54,0.00,0.00,0.00,0.0,0.0,0.0,27.3,-81.6,29.6,0.16675,0.56920,0.77544,0.21632,26.59,981.9,33.49,27,2,63.5,111,1,1,1,1,0,1,1,0,8874,-60.0,10.3
19:07:23.841 -> 0.0000000,0.0000000,-17.000,264.55,0.00,0.00,0.00,0.0,0.0,0.0,26.6,-83.1,30.0,0.16199,0.57054,0.77728,0.20991,26.55,981.9,33.56,28,2,63.5,111,1,1,1,1,0,1,1,0,57069,-60.0,10.5
19:07:33.855 -> 0.0000000,0.0000000,-17.000,264.78,0.00,0.00,0.00,0.0,0.0,0.0,29.9,-82.3,30.0,0.16169,0.57048,0.77752,0.20960,26.52,981.8,33.61,29,2,63.5,111,1,1,1,1,0,1,1,0,3771,-60.0,10.3
19:07:42.869 -> 0.0000000,0.0000000,-17.000,264.72,0.00,0.00,-0.04,0.0,0.0,0.0,29.1,-81.9,31.2,0.15143,0.57323,0.78112,0.19562,26.52,981.9,33.61,30,2,63.5,111,1,1,1,1,0,1,1,0,57276,-60.0,10.3
19:07:52.879 -> 0.0000000,0.0000000,-17.000,264.70,0.00,0.00,0.00,0.0,0.0,0.0,28.1,-82.3,30.0,0.16456,0.57018,0.77618,0.21308,26.53,981.9,33.60,31,2,63.5,111,1,1,1,1,0,1,1,0,7769,-60.0,10.3
19:08:02.890 -> 0.0000000,0.0000000,-17.000,264.91,0.00,0.00,0.00,0.0,0.0,0.0,29.9,-82.7,31.2,0.16437,0.56975,0.77642,0.21332,26.54,981.8,33.59,32,2,63.5,111,1,1,1,1,0,1,1,0,47563,-59.0,13.3
19:08:11.904 -> 0.0000000,0.0000000,-17.000,264.78,0.00,0.00,0.01,0.0,0.0,0.0,26.9,-83.8,31.6,0.14478,0.57518,0.78320,0.18653,26.55,981.8,33.54,33,2,63.5,111,1,1,1,1,0,1,1,0,63208,-60.0,10.0
19:08:21.920 -> 0.0000000,0.0000000,-17.000,264.71,0.00,0.00,0.01,0.0,0.0,0.0,28.4,-83.4,31.2,0.15387,0.57268,0.78008,0.19941,26.56,981.9,33.54,34,2,63.5,111,1,1,1,1,0,1,1,0,37879,-60.0,9.8
19:08:31.929 -> 0.0000000,0.0000000,-17.000,264.67,0.00,0.00,-0.04,0.0,0.0,0.0,27.3,-83.1,30.0,0.15937,0.57140,0.77819,0.20631,26.58,981.9,33.51,35,2,63.5,111,1,1,1,1,0,1,1,0,21460,-61.0,9.8
19:08:41.939 -> 0.0000000,0.0000000,-17.000,264.98,0.00,0.04,0.00,0.0,0.0,0.0,27.3,-81.9,29.2,0.15339,0.57335,0.78008,0.19800,26.60,981.8,33.48,36,2,63.5,111,1,1,1,1,0,1,1,0,1688,-61.0,10.0
19:08:51.956 -> 0.0000000,0.0000000,-17.000,264.89,0.00,0.00,0.00,0.0,0.0,0.0,26.6,-81.9,29.2,0.15149,0.57323,0.78112,0.19568,26.58,981.8,33.54,37,2,63.5,111,1,1,1,1,0,1,1,0,59988,-61.0,10.5
19:09:04.968 -> 0.0000000,0.0000000,-17.000,264.98,0.00,0.00,0.00,0.1,-0.1,0.0,27.3,-81.2,29.6,0.15149,0.57323,0.78112,0.19568,26.56,981.8,33.56,38,2,63.5,111,1,1,1,1,0,1,1,0,17634,-63.0,13.0
19:09:14.980 -> 0.0000000,0.0000000,-17.000,265.21,0.00,0.00,0.00,0.0,0.0,0.0,25.8,-81.9,29.2,0.15632,0.57195,0.77941,0.20228,26.56,981.8,33.56,39,2,63.5,111,1,1,1,1,0,1,1,0,41200,-60.0,9.5
